pref_code,prefecture_name,canonical_name,name,name_type
12,千葉県,印旛郡栄町,栄町,alias
12,千葉県,印旛郡酒々井町,印旛郡酒々井町,canonical
12,千葉県,印旛郡酒々井町,酒々井町,alias
12,千葉県,印西市,印西市,canonical
12,千葉県,君津市,君津市,canonical
12,千葉県,四街道市,四街道市,canonical
12,千葉県,大網白里市,大網白里市,canonical
12,千葉県,夷隅郡大多喜町,夷隅郡大多喜町,canonical
12,千葉県,夷隅郡大多喜町,大多喜町,alias
12,千葉県,夷隅郡御宿町,夷隅郡御宿町,canonical
12,千葉県,夷隅郡御宿町,御宿町,alias
12,千葉県,安房郡鋸南町,安房郡鋸南町,canonical
12,千葉県,安房郡鋸南町,鋸南町,alias
12,千葉県,富津市,富津市,canonical
12,千葉県,富里市,富里市,canonical
12,千葉県,山武市,山武市,canonical
12,千葉県,山武郡九十九里町,山武郡九十九里町,canonical
12,千葉県,山武郡九十九里町,九十九里町,alias
12,千葉県,山武郡大網白里町,山武郡大網白里町,canonical
12,千葉県,山武郡大網白里町,大網白里町,alias
12,千葉県,山武郡横芝光町,山武郡横芝光町,canonical
12,千葉県,山武郡横芝光町,横芝光町,alias
12,千葉県,山武郡芝山町,山武郡芝山町,canonical
12,千葉県,山武郡芝山町,芝山町,alias
12,千葉県,市原市,市原市,canonical
12,千葉県,市川市,市川市,canonical
12,千葉県,成田市,成田市,canonical
12,千葉県,我孫子市,我孫子市,canonical
12,千葉県,旭市,旭市,canonical
12,千葉県,木更津市,木更津市,canonical
12,千葉県,東金市,東金市,canonical
12,千葉県,松戸市,松戸市,canonical
12,千葉県,柏市,柏市,canonical
12,千葉県,流山市,流山市,canonical
12,千葉県,浦安市,浦安市,canonical
12,千葉県,白井市,白井市,canonical
12,千葉県,習志野市,習志野市,canonical
12,千葉県,船橋市,船橋市,canonical
12,千葉県,茂原市,茂原市,canonical
12,千葉県,袖ケ浦市,袖ケ浦市,canonical
12,千葉県,野田市,野田市,canonical
12,千葉県,銚子市,銚子市,canonical
12,千葉県,鎌ケ谷市,鎌ケ谷市,canonical
12,千葉県,長生郡一宮町,長生郡一宮町,canonical
12,千葉県,長生郡一宮町,一宮町,alias
12,千葉県,長生郡白子町,長生郡白子町,canonical
12,千葉県,長生郡白子町,白子町,alias
12,千葉県,長生郡睦沢町,長生郡睦沢町,canonical
12,千葉県,長生郡睦沢町,睦沢町,alias
12,千葉県,長生郡長南町,長生郡長南町,canonical
12,千葉県,長生郡長南町,長南町,alias
12,千葉県,長生郡長柄町,長生郡長柄町,canonical
12,千葉県,長生郡長柄町,長柄町,alias
12,千葉県,長生郡長生村,長生郡長生村,canonical
12,千葉県,長生郡長生村,長生村,alias
12,千葉県,館山市,館山市,canonical
12,千葉県,香取市,香取市,canonical
12,千葉県,香取郡多古町,香取郡多古町,canonical
12,千葉県,香取郡多古町,多古町,alias
12,千葉県,香取郡東庄町,香取郡東庄町,canonical
12,千葉県,香取郡東庄町,東庄町,alias
12,千葉県,香取郡神崎町,香取郡神崎町,canonical
12,千葉県,香取郡神崎町,神崎町,alias
12,千葉県,鴨川市,鴨川市,canonical
30,和歌山県,伊都郡かつらぎ町,伊都郡かつらぎ町,canonical
30,和歌山県,伊都郡かつらぎ町,かつらぎ町,alias
30,和歌山県,伊都郡九度山町,伊都郡九度山町,canonical
30,和歌山県,伊都郡九度山町,九度山町,alias
30,和歌山県,伊都郡高野町,伊都郡高野町,canonical
30,和歌山県,伊都郡高野町,高野町,alias
30,和歌山県,和歌山市,和歌山市,canonical
30,和歌山県,岩出市,岩出市,canonical
30,和歌山県,御坊市,御坊市,canonical
30,和歌山県,新宮市,新宮市,canonical
30,和歌山県,日高郡みなべ町,日高郡みなべ町,canonical
30,和歌山県,日高郡みなべ町,みなべ町,alias
30,和歌山県,日高郡印南町,日高郡印南町,canonical
30,和歌山県,日高郡印南町,印南町,alias
30,和歌山県,日高郡日高川町,日高郡日高川町,canonical
30,和歌山県,日高郡日高川町,日高川町,alias
30,和歌山県,日高郡日高町,日高郡日高町,canonical
30,和歌山県,日高郡日高町,日高町,alias
30,和歌山県,日高郡由良町,日高郡由良町,canonical
30,和歌山県,日高郡由良町,由良町,alias
30,和歌山県,日高郡美浜町,日高郡美浜町,canonical
30,和歌山県,日高郡美浜町,美浜町,alias
30,和歌山県,有田市,有田市,canonical
30,和歌山県,有田郡広川町,有田郡広川町,canonical
30,和歌山県,有田郡広川町,広川町,alias
30,和歌山県,有田郡有田川町,有田郡有田川町,canonical
30,和歌山県,有田郡有田川町,有田川町,alias
30,和歌山県,有田郡湯浅町,有田郡湯浅町,canonical
30,和歌山県,有田郡湯浅町,湯浅町,alias
30,和歌山県,東牟婁郡串本町,東牟婁郡串本町,canonical
30,和歌山県,東牟婁郡串本町,串本町,alias
30,和歌山県,東牟婁郡北山村,東牟婁郡北山村,canonical
30,和歌山県,東牟婁郡北山村,北山村,alias
30,和歌山県,東牟婁郡古座川町,東牟婁郡古座川町,canonical
30,和歌山県,東牟婁郡古座川町,古座川町,alias
30,和歌山県,東牟婁郡太地町,東牟婁郡太地町,canonical
30,和歌山県,東牟婁郡太地町,太地町,alias
30,和歌山県,東牟婁郡那智勝浦町,東牟婁郡那智勝浦町,canonical
30,和歌山県,東牟婁郡那智勝浦町,那智勝浦町,alias
30,和歌山県,橋本市,橋本市,canonical
30,和歌山県,海南市,海南市,canonical
30,和歌山県,海草郡紀美野町,海草郡紀美野町,canonical
30,和歌山県,海草郡紀美野町,紀美野町,alias
30,和歌山県,田辺市,田辺市,canonical
30,和歌山県,紀の川市,紀の川市,canonical
30,和歌山県,西牟婁郡すさみ町,西牟婁郡すさみ町,canonical
30,和歌山県,西牟婁郡すさみ町,すさみ町,alias
30,和歌山県,西牟婁郡上富田町,西牟婁郡上富田町,canonical
30,和歌山県,西牟婁郡上富田町,上富田町,alias
30,和歌山県,西牟婁郡白浜町,西牟婁郡白浜町,canonical
30,和歌山県,西牟婁郡白浜町,白浜町,alias
11,埼玉県,さいたま市,さいたま市,canonical
11,埼玉県,さいたま市中央区,さいたま市中央区,canonical
11,埼玉県,さいたま市北区,さいたま市北区,canonical
11,埼玉県,さいたま市南区,さいたま市南区,canonical
11,埼玉県,さいたま市大宮区,さいたま市大宮区,canonical
11,埼玉県,さいたま市岩槻区,さいたま市岩槻区,canonical
11,埼玉県,さいたま市桜区,さいたま市桜区,canonical
11,埼玉県,さいたま市浦和区,さいたま市浦和区,canonical
11,埼玉県,さいたま市緑区,さいたま市緑区,canonical
11,埼玉県,さいたま市西区,さいたま市西区,canonical
11,埼玉県,さいたま市見沼区,さいたま市見沼区,canonical
11,埼玉県,ふじみ野市,ふじみ野市,canonical
11,埼玉県,三郷市,三郷市,canonical
11,埼玉県,上尾市,上尾市,canonical
11,埼玉県,久喜市,久喜市,canonical
11,埼玉県,児玉郡上里町,児玉郡上里町,canonical
11,埼玉県,児玉郡上里町,上里町,alias
11,埼玉県,児玉郡神川町,児玉郡神川町,canonical
11,埼玉県,児玉郡神川町,神川町,alias
11,埼玉県,児玉郡美里町,児玉郡美里町,canonical
11,埼玉県,児玉郡美里町,美里町,alias
11,埼玉県,入間市,入間市,canonical
11,埼玉県,入間郡三芳町,入間郡三芳町,canonical
11,埼玉県,入間郡三芳町,三芳町,alias
11,埼玉県,入間郡毛呂山町,入間郡毛呂山町,canonical
11,埼玉県,入間郡毛呂山町,毛呂山町,alias
11,埼玉県,入間郡越生町,入間郡越生町,canonical
11,埼玉県,入間郡越生町,越生町,alias
11,埼玉県,八潮市,八潮市,canonical
11,埼玉県,加須市,加須市,canonical
11,埼玉県,北本市,北本市,canonical
11,埼玉県,北葛飾郡杉戸町,北葛飾郡杉戸町,canonical
11,埼玉県,北葛飾郡杉戸町,杉戸町,alias
11,埼玉県,北葛飾郡松伏町,北葛飾郡松伏町,canonical
11,埼玉県,北葛飾郡松伏町,松伏町,alias
11,埼玉県,北足立郡伊奈町,北足立郡伊奈町,canonical
11,埼玉県,北足立郡伊奈町,伊奈町,alias
11,埼玉県,南埼玉郡宮代町,南埼玉郡宮代町,canonical
11,埼玉県,南埼玉郡宮代町,宮代町,alias
11,埼玉県,南埼玉郡菖蒲町,南埼玉郡菖蒲町,canonical
11,埼玉県,南埼玉郡菖蒲町,菖蒲町,alias
11,埼玉県,吉川市,吉川市,canonical
11,埼玉県,和光市,和光市,canonical
11,埼玉県,坂戸市,坂戸市,canonical
11,埼玉県,大里郡寄居町,大里郡寄居町,canonical
11,埼玉県,大里郡寄居町,寄居町,alias
11,埼玉県,富士見市,富士見市,canonical
11,埼玉県,川口市,川口市,canonical
11,埼玉県,川越市,川越市,canonical
11,埼玉県,幸手市,幸手市,canonical
11,埼玉県,志木市,志木市,canonical
11,埼玉県,戸田市,戸田市,canonical
11,埼玉県,所沢市,所沢市,canonical
11,埼玉県,新座市,新座市,canonical
11,埼玉県,日高市,日高市,canonical
11,埼玉県,春日部市,春日部市,canonical
11,埼玉県,朝霞市,朝霞市,canonical
11,埼玉県,本庄市,本庄市,canonical
11,埼玉県,東松山市,東松山市,canonical
11,埼玉県,桶川市,桶川市,canonical
11,埼玉県,比企郡ときがわ町,比企郡ときがわ町,canonical
11,埼玉県,比企郡ときがわ町,ときがわ町,alias
11,埼玉県,比企郡吉見町,比企郡吉見町,canonical
11,埼玉県,比企郡吉見町,吉見町,alias
11,埼玉県,比企郡小川町,比企郡小川町,canonical
11,埼玉県,比企郡小川町,小川町,alias
11,埼玉県,比企郡嵐山町,比企郡嵐山町,canonical
11,埼玉県,比企郡嵐山町,嵐山町,alias
11,埼玉県,比企郡川島町,比企郡川島町,canonical
11,埼玉県,比企郡川島町,川島町,alias
11,埼玉県,比企郡滑川町,比企郡滑川町,canonical
11,埼玉県,比企郡滑川町,滑川町,alias
11,埼玉県,比企郡鳩山町,比企郡鳩山町,canonical
11,埼玉県,比企郡鳩山町,鳩山町,alias
11,埼玉県,深谷市,深谷市,canonical
11,埼玉県,熊谷市,熊谷市,canonical
11,埼玉県,狭山市,狭山市,canonical
11,埼玉県,白岡市,白岡市,canonical
11,埼玉県,秩父市,秩父市,canonical
11,埼玉県,秩父郡小鹿野町,秩父郡小鹿野町,canonical
11,埼玉県,秩父郡小鹿野町,小鹿野町,alias
11,埼玉県,秩父郡東秩父村,秩父郡東秩父村,canonical
11,埼玉県,秩父郡東秩父村,東秩父村,alias
11,埼玉県,秩父郡横瀬町,秩父郡横瀬町,canonical
11,埼玉県,秩父郡横瀬町,横瀬町,alias
11,埼玉県,秩父郡皆野町,秩父郡皆野町,canonical
11,埼玉県,秩父郡皆野町,皆野町,alias
11,埼玉県,秩父郡長瀞町,秩父郡長瀞町,canonical
11,埼玉県,秩父郡長瀞町,長瀞町,alias
11,埼玉県,羽生市,羽生市,canonical
11,埼玉県,草加市,草加市,canonical
11,埼玉県,蓮田市,蓮田市,canonical
11,埼玉県,蕨市,蕨市,canonical
11,埼玉県,行田市,行田市,canonical
11,埼玉県,越谷市,越谷市,canonical
11,埼玉県,飯能市,飯能市,canonical
11,埼玉県,鳩ケ谷市,鳩ケ谷市,canonical
11,埼玉県,鴻巣市,鴻巣市,canonical
11,埼玉県,鶴ヶ島市,鶴ヶ島市,canonical
44,大分県,中津市,中津市,canonical
44,大分県,佐伯市,佐伯市,canonical
44,大分県,別府市,別府市,canonical
44,大分県,国東市,国東市,canonical
44,大分県,大分市,大分市,canonical
44,大分県,宇佐市,宇佐市,canonical
44,大分県,日田市,日田市,canonical
44,大分県,東国東郡姫島村,東国東郡姫島村,canonical
44,大分県,東国東郡姫島村,姫島村,alias
44,大分県,杵築市,杵築市,canonical
44,大分県,津久見市,津久見市,canonical
44,大分県,玖珠郡九重町,玖珠郡九重町,canonical
44,大分県,玖珠郡九重町,九重町,alias
44,大分県,玖珠郡玖珠町,玖珠郡玖珠町,canonical
44,大分県,玖珠郡玖珠町,玖珠町,alias
44,大分県,由布市,由布市,canonical
44,大分県,竹田市,竹田市,canonical
44,大分県,臼杵市,臼杵市,canonical
44,大分県,豊後大野市,豊後大野市,canonical
44,大分県,豊後高田市,豊後高田市,canonical
44,大分県,速見郡日出町,速見郡日出町,canonical
44,大分県,速見郡日出町,日出町,alias
27,大阪府,三島郡島本町,三島郡島本町,canonical
27,大阪府,三島郡島本町,島本町,alias
27,大阪府,三島郡島本町,本町,alias
27,大阪府,交野市,交野市,canonical
27,大阪府,八尾市,八尾市,canonical
27,大阪府,南河内郡千早赤阪村,南河内郡千早赤阪村,canonical
27,大阪府,南河内郡千早赤阪村,千早赤阪村,alias
27,大阪府,南河内郡太子町,南河内郡太子町,canonical
27,大阪府,南河内郡太子町,太子町,alias
27,大阪府,南河内郡河南町,南河内郡河南町,canonical
27,大阪府,南河内郡河南町,河南町,alias
27,大阪府,吹田市,吹田市,canonical
27,大阪府,和泉市,和泉市,canonical
27,大阪府,四條畷市,四條畷市,canonical
27,大阪府,堺市,堺市,canonical
27,大阪府,堺市中区,堺市中区,canonical
27,大阪府,堺市北区,堺市北区,canonical
27,大阪府,堺市南区,堺市南区,canonical
27,大阪府,堺市堺区,堺市堺区,canonical
27,大阪府,堺市東区,堺市東区,canonical
27,大阪府,堺市美原区,堺市美原区,canonical
27,大阪府,堺市西区,堺市西区,canonical
27,大阪府,大東市,大東市,canonical
27,大阪府,大阪市中央区,大阪市中央区,canonical
27,大阪府,大阪市住之江区,大阪市住之江区,canonical
27,大阪府,大阪市住吉区,大阪市住吉区,canonical
27,大阪府,大阪市北区,大阪市北区,canonical
27,大阪府,大阪市城東区,大阪市城東区,canonical
27,大阪府,大阪市大正区,大阪市大正区,canonical
27,大阪府,大阪市天王寺区,大阪市天王寺区,canonical
27,大阪府,大阪市平野区,大阪市平野区,canonical
27,大阪府,大阪市旭区,大阪市旭区,canonical
27,大阪府,大阪市東住吉区,大阪市東住吉区,canonical
27,大阪府,大阪市東成区,大阪市東成区,canonical
27,大阪府,大阪市東淀川区,大阪市東淀川区,canonical
27,大阪府,大阪市此花区,大阪市此花区,canonical
27,大阪府,大阪市浪速区,大阪市浪速区,canonical
27,大阪府,大阪市淀川区,大阪市淀川区,canonical
27,大阪府,大阪市港区,大阪市港区,canonical
27,大阪府,大阪市生野区,大阪市生野区,canonical
27,大阪府,大阪市福島区,大阪市福島区,canonical
27,大阪府,大阪市西区,大阪市西区,canonical
27,大阪府,大阪市西成区,大阪市西成区,canonical
27,大阪府,大阪市西淀川区,大阪市西淀川区,canonical
27,大阪府,大阪市都島区,大阪市都島区,canonical
27,大阪府,大阪市阿倍野区,大阪市阿倍野区,canonical
27,大阪府,大阪市鶴見区,大阪市鶴見区,canonical
27,大阪府,大阪狭山市,大阪狭山市,canonical
27,大阪府,守口市,守口市,canonical
27,大阪府,富田林市,富田林市,canonical
27,大阪府,寝屋川市,寝屋川市,canonical
27,大阪府,岸和田市,岸和田市,canonical
27,大阪府,摂津市,摂津市,canonical
27,大阪府,東大阪市,東大阪市,canonical
27,大阪府,松原市,松原市,canonical
27,大阪府,枚方市,枚方市,canonical
27,大阪府,柏原市,柏原市,canonical
27,大阪府,池田市,池田市,canonical
27,大阪府,河内長野市,河内長野市,canonical
27,大阪府,泉佐野市,泉佐野市,canonical
27,大阪府,泉北郡忠岡町,泉北郡忠岡町,canonical
27,大阪府,泉北郡忠岡町,忠岡町,alias
27,大阪府,泉南市,泉南市,canonical
27,大阪府,泉南郡岬町,泉南郡岬町,canonical
27,大阪府,泉南郡岬町,岬町,alias
27,大阪府,泉南郡熊取町,泉南郡熊取町,canonical
27,大阪府,泉南郡熊取町,熊取町,alias
27,大阪府,泉南郡田尻町,泉南郡田尻町,canonical
27,大阪府,泉南郡田尻町,田尻町,alias
27,大阪府,泉大津市,泉大津市,canonical
27,大阪府,箕面市,箕面市,canonical
27,大阪府,羽曳野市,羽曳野市,canonical
27,大阪府,茨木市,茨木市,canonical
27,大阪府,藤井寺市,藤井寺市,canonical
27,大阪府,豊中市,豊中市,canonical
27,大阪府,豊能郡能勢町,豊能郡能勢町,canonical
27,大阪府,豊能郡能勢町,能勢町,alias
27,大阪府,豊能郡豊能町,豊能郡豊能町,canonical
27,大阪府,豊能郡豊能町,豊能町,alias
27,大阪府,貝塚市,貝塚市,canonical
27,大阪府,門真市,門真市,canonical
27,大阪府,阪南市,阪南市,canonical
27,大阪府,高槻市,高槻市,canonical
27,大阪府,高石市,高石市,canonical
29,奈良県,五條市,五條市,canonical
29,奈良県,北葛城郡上牧町,北葛城郡上牧町,canonical
29,奈良県,北葛城郡上牧町,上牧町,alias
29,奈良県,北葛城郡広陵町,北葛城郡広陵町,canonical
29,奈良県,北葛城郡広陵町,広陵町,alias
29,奈良県,北葛城郡河合町,北葛城郡河合町,canonical
29,奈良県,北葛城郡河合町,河合町,alias
29,奈良県,北葛城郡王寺町,北葛城郡王寺町,canonical
29,奈良県,北葛城郡王寺町,王寺町,alias
29,奈良県,吉野郡上北山村,吉野郡上北山村,canonical
29,奈良県,吉野郡上北山村,上北山村,alias
29,奈良県,吉野郡下北山村,吉野郡下北山村,canonical
29,奈良県,吉野郡下北山村,下北山村,alias
29,奈良県,吉野郡下市町,吉野郡下市町,canonical
29,奈良県,吉野郡下市町,下市町,alias
29,奈良県,吉野郡十津川村,吉野郡十津川村,canonical
29,奈良県,吉野郡十津川村,十津川村,alias
29,奈良県,吉野郡吉野町,吉野郡吉野町,canonical
29,奈良県,吉野郡吉野町,吉野町,alias
29,奈良県,吉野郡大淀町,吉野郡大淀町,canonical
29,奈良県,吉野郡大淀町,大淀町,alias
29,奈良県,吉野郡天川村,吉野郡天川村,canonical
29,奈良県,吉野郡天川村,天川村,alias
29,奈良県,吉野郡川上村,吉野郡川上村,canonical
29,奈良県,吉野郡川上村,川上村,alias
29,奈良県,吉野郡東吉野村,吉野郡東吉野村,canonical
29,奈良県,吉野郡東吉野村,東吉野村,alias
29,奈良県,吉野郡野迫川村,吉野郡野迫川村,canonical
29,奈良県,吉野郡野迫川村,野迫川村,alias
29,奈良県,吉野郡黒滝村,吉野郡黒滝村,canonical
29,奈良県,吉野郡黒滝村,黒滝村,alias
29,奈良県,大和郡山市,大和郡山市,canonical
29,奈良県,大和郡山市,山市,alias
29,奈良県,大和高田市,大和高田市,canonical
29,奈良県,天理市,天理市,canonical
29,奈良県,奈良市,奈良市,canonical
29,奈良県,宇陀市,宇陀市,canonical
29,奈良県,宇陀郡御杖村,宇陀郡御杖村,canonical
29,奈良県,宇陀郡御杖村,御杖村,alias
29,奈良県,宇陀郡曽爾村,宇陀郡曽爾村,canonical
29,奈良県,宇陀郡曽爾村,曽爾村,alias
29,奈良県,山辺郡山添村,山辺郡山添村,canonical
29,奈良県,山辺郡山添村,山添村,alias
29,奈良県,御所市,御所市,canonical
29,奈良県,桜井市,桜井市,canonical
29,奈良県,橿原市,橿原市,canonical
29,奈良県,生駒市,生駒市,canonical
29,奈良県,生駒郡三郷町,生駒郡三郷町,canonical
29,奈良県,生駒郡三郷町,三郷町,alias
29,奈良県,生駒郡安堵町,生駒郡安堵町,canonical
29,奈良県,生駒郡安堵町,安堵町,alias
29,奈良県,生駒郡平群町,生駒郡平群町,canonical
29,奈良県,生駒郡平群町,平群町,alias
29,奈良県,生駒郡斑鳩町,生駒郡斑鳩町,canonical
29,奈良県,生駒郡斑鳩町,斑鳩町,alias
29,奈良県,磯城郡三宅町,磯城郡三宅町,canonical
29,奈良県,磯城郡三宅町,三宅町,alias
29,奈良県,磯城郡川西町,磯城郡川西町,canonical
29,奈良県,磯城郡川西町,川西町,alias
29,奈良県,磯城郡田原本町,磯城郡田原本町,canonical
29,奈良県,磯城郡田原本町,田原本町,alias
29,奈良県,葛城市,葛城市,canonical
29,奈良県,香芝市,香芝市,canonical
29,奈良県,高市郡明日香村,高市郡明日香村,canonical
29,奈良県,高市郡明日香村,明日香村,alias
29,奈良県,高市郡高取町,高市郡高取町,canonical
29,奈良県,高市郡高取町,高取町,alias
04,宮城県,亘理郡亘理町,亘理郡亘理町,canonical
04,宮城県,亘理郡亘理町,亘理町,alias
04,宮城県,亘理郡山元町,亘理郡山元町,canonical
04,宮城県,亘理郡山元町,山元町,alias
04,宮城県,仙台市太白区,仙台市太白区,canonical
04,宮城県,仙台市宮城野区,仙台市宮城野区,canonical
04,宮城県,仙台市泉区,仙台市泉区,canonical
04,宮城県,仙台市若林区,仙台市若林区,canonical
04,宮城県,仙台市青葉区,仙台市青葉区,canonical
04,宮城県,伊具郡丸森町,伊具郡丸森町,canonical
04,宮城県,伊具郡丸森町,丸森町,alias
04,宮城県,刈田郡七ヶ宿町,刈田郡七ヶ宿町,canonical
04,宮城県,刈田郡七ヶ宿町,七ヶ宿町,alias
04,宮城県,刈田郡蔵王町,刈田郡蔵王町,canonical
04,宮城県,刈田郡蔵王町,蔵王町,alias
04,宮城県,加美郡加美町,加美郡加美町,canonical
04,宮城県,加美郡加美町,加美町,alias
04,宮城県,加美郡色麻町,加美郡色麻町,canonical
04,宮城県,加美郡色麻町,色麻町,alias
04,宮城県,名取市,名取市,canonical
04,宮城県,塩竈市,塩竈市,canonical
04,宮城県,多賀城市,多賀城市,canonical
04,宮城県,大崎市,大崎市,canonical
04,宮城県,宮城郡七ヶ浜町,宮城郡七ヶ浜町,canonical
04,宮城県,宮城郡七ヶ浜町,七ヶ浜町,alias
04,宮城県,宮城郡利府町,宮城郡利府町,canonical
04,宮城県,宮城郡利府町,利府町,alias
04,宮城県,宮城郡松島町,宮城郡松島町,canonical
04,宮城県,宮城郡松島町,松島町,alias
04,宮城県,富谷市,富谷市,canonical
04,宮城県,岩沼市,岩沼市,canonical
04,宮城県,本吉郡南三陸町,本吉郡南三陸町,canonical
04,宮城県,本吉郡南三陸町,南三陸町,alias
04,宮城県,東松島市,東松島市,canonical
04,宮城県,柴田郡大河原町,柴田郡大河原町,canonical
04,宮城県,柴田郡大河原町,大河原町,alias
04,宮城県,柴田郡川崎町,柴田郡川崎町,canonical
04,宮城県,柴田郡川崎町,川崎町,alias
04,宮城県,柴田郡村田町,柴田郡村田町,canonical
04,宮城県,柴田郡村田町,村田町,alias
04,宮城県,柴田郡柴田町,柴田郡柴田町,canonical
04,宮城県,柴田郡柴田町,柴田町,alias
04,宮城県,栗原市,栗原市,canonical
04,宮城県,気仙沼市,気仙沼市,canonical
04,宮城県,牡鹿郡女川町,牡鹿郡女川町,canonical
04,宮城県,牡鹿郡女川町,女川町,alias
04,宮城県,登米市,登米市,canonical
04,宮城県,白石市,白石市,canonical
04,宮城県,石巻市,石巻市,canonical
04,宮城県,角田市,角田市,canonical
04,宮城県,遠田郡涌谷町,遠田郡涌谷町,canonical
04,宮城県,遠田郡涌谷町,涌谷町,alias
04,宮城県,遠田郡美里町,遠田郡美里町,canonical
04,宮城県,遠田郡美里町,美里町,alias
04,宮城県,黒川郡大和町,黒川郡大和町,canonical
04,宮城県,黒川郡大和町,大和町,alias
04,宮城県,黒川郡大衡村,黒川郡大衡村,canonical
04,宮城県,黒川郡大衡村,大衡村,alias
04,宮城県,黒川郡大郷町,黒川郡大郷町,canonical
04,宮城県,黒川郡大郷町,大郷町,alias
04,宮城県,黒川郡富谷町,黒川郡富谷町,canonical
04,宮城県,黒川郡富谷町,富谷町,alias
45,宮崎県,えびの市,えびの市,canonical
45,宮崎県,串間市,串間市,canonical
45,宮崎県,児湯郡川南町,児湯郡川南町,canonical
45,宮崎県,児湯郡川南町,川南町,alias
45,宮崎県,児湯郡新富町,児湯郡新富町,canonical
45,宮崎県,児湯郡新富町,新富町,alias
45,宮崎県,児湯郡木城町,児湯郡木城町,canonical
45,宮崎県,児湯郡木城町,木城町,alias
45,宮崎県,児湯郡西米良村,児湯郡西米良村,canonical
45,宮崎県,児湯郡西米良村,西米良村,alias
45,宮崎県,児湯郡都農町,児湯郡都農町,canonical
45,宮崎県,児湯郡都農町,都農町,alias
45,宮崎県,児湯郡高鍋町,児湯郡高鍋町,canonical
45,宮崎県,児湯郡高鍋町,高鍋町,alias
45,宮崎県,北諸県郡三股町,北諸県郡三股町,canonical
45,宮崎県,北諸県郡三股町,三股町,alias
45,宮崎県,宮崎市,宮崎市,canonical
45,宮崎県,小林市,小林市,canonical
45,宮崎県,延岡市,延岡市,canonical
45,宮崎県,日南市,日南市,canonical
45,宮崎県,日向市,日向市,canonical
45,宮崎県,東臼杵郡椎葉村,東臼杵郡椎葉村,canonical
45,宮崎県,東臼杵郡椎葉村,椎葉村,alias
45,宮崎県,東臼杵郡美郷町,東臼杵郡美郷町,canonical
45,宮崎県,東臼杵郡美郷町,美郷町,alias
45,宮崎県,東臼杵郡諸塚村,東臼杵郡諸塚村,canonical
45,宮崎県,東臼杵郡諸塚村,諸塚村,alias
45,宮崎県,東臼杵郡門川町,東臼杵郡門川町,canonical
45,宮崎県,東臼杵郡門川町,門川町,alias
45,宮崎県,東諸県郡国富町,東諸県郡国富町,canonical
45,宮崎県,東諸県郡国富町,国富町,alias
45,宮崎県,東諸県郡綾町,東諸県郡綾町,canonical
45,宮崎県,東諸県郡綾町,綾町,alias
45,宮崎県,西臼杵郡五ヶ瀬町,西臼杵郡五ヶ瀬町,canonical
45,宮崎県,西臼杵郡五ヶ瀬町,五ヶ瀬町,alias
45,宮崎県,西臼杵郡日之影町,西臼杵郡日之影町,canonical
45,宮崎県,西臼杵郡日之影町,日之影町,alias
45,宮崎県,西臼杵郡高千穂町,西臼杵郡高千穂町,canonical
45,宮崎県,西臼杵郡高千穂町,高千穂町,alias
45,宮崎県,西諸県郡高原町,西諸県郡高原町,canonical
45,宮崎県,西諸県郡高原町,高原町,alias
45,宮崎県,西都市,西都市,canonical
45,宮崎県,都城市,都城市,canonical
16,富山県,下新川郡入善町,下新川郡入善町,canonical
16,富山県,下新川郡入善町,入善町,alias
16,富山県,下新川郡朝日町,下新川郡朝日町,canonical
16,富山県,下新川郡朝日町,朝日町,alias
16,富山県,中新川郡上市町,中新川郡上市町,canonical
16,富山県,中新川郡上市町,上市町,alias
16,富山県,中新川郡立山町,中新川郡立山町,canonical
16,富山県,中新川郡立山町,立山町,alias
16,富山県,中新川郡舟橋村,中新川郡舟橋村,canonical
16,富山県,中新川郡舟橋村,舟橋村,alias
16,富山県,南砺市,南砺市,canonical
16,富山県,富山市,富山市,canonical
16,富山県,射水市,射水市,canonical
16,富山県,小矢部市,小矢部市,canonical
16,富山県,氷見市,氷見市,canonical
16,富山県,滑川市,滑川市,canonical
16,富山県,砺波市,砺波市,canonical
16,富山県,高岡市,高岡市,canonical
16,富山県,魚津市,魚津市,canonical
16,富山県,黒部市,黒部市,canonical
35,山口県,下松市,下松市,canonical
35,山口県,下関市,下関市,canonical
35,山口県,光市,光市,canonical
35,山口県,周南市,周南市,canonical
35,山口県,大島郡周防大島町,大島郡周防大島町,canonical
35,山口県,大島郡周防大島町,周防大島町,alias
35,山口県,宇部市,宇部市,canonical
35,山口県,山口市,山口市,canonical
35,山口県,山陽小野田市,山陽小野田市,canonical
35,山口県,岩国市,岩国市,canonical
35,山口県,柳井市,柳井市,canonical
35,山口県,熊毛郡上関町,熊毛郡上関町,canonical
35,山口県,熊毛郡上関町,上関町,alias
35,山口県,熊毛郡平生町,熊毛郡平生町,canonical
35,山口県,熊毛郡平生町,平生町,alias
35,山口県,熊毛郡田布施町,熊毛郡田布施町,canonical
35,山口県,熊毛郡田布施町,田布施町,alias
35,山口県,玖珂郡和木町,玖珂郡和木町,canonical
35,山口県,玖珂郡和木町,和木町,alias
35,山口県,美祢市,美祢市,canonical
35,山口県,美祢郡秋芳町,美祢郡秋芳町,canonical
35,山口県,美祢郡秋芳町,秋芳町,alias
35,山口県,萩市,萩市,canonical
35,山口県,長門市,長門市,canonical
35,山口県,防府市,防府市,canonical
