pref_code,prefecture_name,canonical_name,name,name_type
28,兵庫県,たつの市,たつの市,canonical
28,兵庫県,三木市,三木市,canonical
28,兵庫県,三田市,三田市,canonical
28,兵庫県,丹波市,丹波市,canonical
28,兵庫県,丹波篠山市,丹波篠山市,canonical
28,兵庫県,伊丹市,伊丹市,canonical
28,兵庫県,佐用郡佐用町,佐用郡佐用町,canonical
28,兵庫県,佐用郡佐用町,佐用町,alias
28,兵庫県,加古川市,加古川市,canonical
28,兵庫県,加古郡播磨町,加古郡播磨町,canonical
28,兵庫県,加古郡播磨町,播磨町,alias
28,兵庫県,加古郡稲美町,加古郡稲美町,canonical
28,兵庫県,加古郡稲美町,稲美町,alias
28,兵庫県,加東市,加東市,canonical
28,兵庫県,加西市,加西市,canonical
28,兵庫県,南あわじ市,南あわじ市,canonical
28,兵庫県,多可郡多可町,多可郡多可町,canonical
28,兵庫県,多可郡多可町,多可町,alias
28,兵庫県,姫路市,姫路市,canonical
28,兵庫県,宍粟市,宍粟市,canonical
28,兵庫県,宝塚市,宝塚市,canonical
28,兵庫県,小野市,小野市,canonical
28,兵庫県,尼崎市,尼崎市,canonical
28,兵庫県,川西市,川西市,canonical
28,兵庫県,川辺郡猪名川町,川辺郡猪名川町,canonical
28,兵庫県,川辺郡猪名川町,猪名川町,alias
28,兵庫県,揖保郡太子町,揖保郡太子町,canonical
28,兵庫県,揖保郡太子町,太子町,alias
28,兵庫県,明石市,明石市,canonical
28,兵庫県,朝来市,朝来市,canonical
28,兵庫県,洲本市,洲本市,canonical
28,兵庫県,淡路市,淡路市,canonical
28,兵庫県,相生市,相生市,canonical
28,兵庫県,神崎郡市川町,神崎郡市川町,canonical
28,兵庫県,神崎郡市川町,市川町,alias
28,兵庫県,神崎郡神河町,神崎郡神河町,canonical
28,兵庫県,神崎郡神河町,神河町,alias
28,兵庫県,神崎郡福崎町,神崎郡福崎町,canonical
28,兵庫県,神崎郡福崎町,福崎町,alias
28,兵庫県,神戸市中央区,神戸市中央区,canonical
28,兵庫県,神戸市兵庫区,神戸市兵庫区,canonical
28,兵庫県,神戸市北区,神戸市北区,canonical
28,兵庫県,神戸市垂水区,神戸市垂水区,canonical
28,兵庫県,神戸市東灘区,神戸市東灘区,canonical
28,兵庫県,神戸市灘区,神戸市灘区,canonical
28,兵庫県,神戸市西区,神戸市西区,canonical
28,兵庫県,神戸市長田区,神戸市長田区,canonical
28,兵庫県,神戸市須磨区,神戸市須磨区,canonical
28,兵庫県,美方郡新温泉町,美方郡新温泉町,canonical
28,兵庫県,美方郡新温泉町,新温泉町,alias
28,兵庫県,美方郡香美町,美方郡香美町,canonical
28,兵庫県,美方郡香美町,香美町,alias
28,兵庫県,芦屋市,芦屋市,canonical
28,兵庫県,西宮市,西宮市,canonical
28,兵庫県,西脇市,西脇市,canonical
28,兵庫県,豊岡市,豊岡市,canonical
28,兵庫県,赤穂市,赤穂市,canonical
28,兵庫県,赤穂郡上郡町,赤穂郡上郡町,canonical
28,兵庫県,赤穂郡上郡町,町,alias
28,兵庫県,養父市,養父市,canonical
28,兵庫県,高砂市,高砂市,canonical
01,北海道,三笠市,三笠市,canonical
01,北海道,上川郡上川町,上川郡上川町,canonical
01,北海道,上川郡上川町,上川町,alias
01,北海道,上川郡下川町,上川郡下川町,canonical
01,北海道,上川郡下川町,下川町,alias
01,北海道,上川郡剣淵町,上川郡剣淵町,canonical
01,北海道,上川郡剣淵町,剣淵町,alias
01,北海道,上川郡和寒町,上川郡和寒町,canonical
01,北海道,上川郡和寒町,和寒町,alias
01,北海道,上川郡当麻町,上川郡当麻町,canonical
01,北海道,上川郡当麻町,当麻町,alias
01,北海道,上川郡愛別町,上川郡愛別町,canonical
01,北海道,上川郡愛別町,愛別町,alias
01,北海道,上川郡新得町,上川郡新得町,canonical
01,北海道,上川郡新得町,新得町,alias
01,北海道,上川郡東川町,上川郡東川町,canonical
01,北海道,上川郡東川町,東川町,alias
01,北海道,上川郡東神楽町,上川郡東神楽町,canonical
01,北海道,上川郡東神楽町,東神楽町,alias
01,北海道,上川郡比布町,上川郡比布町,canonical
01,北海道,上川郡比布町,比布町,alias
01,北海道,上川郡清水町,上川郡清水町,canonical
01,北海道,上川郡清水町,清水町,alias
01,北海道,上川郡美瑛町,上川郡美瑛町,canonical
01,北海道,上川郡美瑛町,美瑛町,alias
01,北海道,上川郡風連町,上川郡風連町,canonical
01,北海道,上川郡風連町,風連町,alias
01,北海道,上川郡鷹栖町,上川郡鷹栖町,canonical
01,北海道,上川郡鷹栖町,鷹栖町,alias
01,北海道,上磯郡木古内町,上磯郡木古内町,canonical
01,北海道,上磯郡木古内町,木古内町,alias
01,北海道,上磯郡知内町,上磯郡知内町,canonical
01,北海道,上磯郡知内町,知内町,alias
01,北海道,中川郡中川町,中川郡中川町,canonical
01,北海道,中川郡中川町,中川町,alias
01,北海道,中川郡幕別町,中川郡幕別町,canonical
01,北海道,中川郡幕別町,幕別町,alias
01,北海道,中川郡本別町,中川郡本別町,canonical
01,北海道,中川郡本別町,本別町,alias
01,北海道,中川郡池田町,中川郡池田町,canonical
01,北海道,中川郡池田町,池田町,alias
01,北海道,中川郡美深町,中川郡美深町,canonical
01,北海道,中川郡美深町,美深町,alias
01,北海道,中川郡豊頃町,中川郡豊頃町,canonical
01,北海道,中川郡豊頃町,豊頃町,alias
01,北海道,中川郡音威子府村,中川郡音威子府村,canonical
01,北海道,中川郡音威子府村,音威子府村,alias
01,北海道,久遠郡せたな町,久遠郡せたな町,canonical
01,北海道,久遠郡せたな町,せたな町,alias
01,北海道,亀田郡七飯町,亀田郡七飯町,canonical
01,北海道,亀田郡七飯町,七飯町,alias
01,北海道,二海郡八雲町,二海郡八雲町,canonical
01,北海道,二海郡八雲町,八雲町,alias
01,北海道,伊達市,伊達市,canonical
01,北海道,余市郡仁木町,余市郡仁木町,canonical
01,北海道,余市郡仁木町,仁木町,alias
01,北海道,余市郡余市町,余市郡余市町,canonical
01,北海道,余市郡余市町,余市町,alias
01,北海道,余市郡赤井川村,余市郡赤井川村,canonical
01,北海道,余市郡赤井川村,赤井川村,alias
01,北海道,函館市,函館市,canonical
01,北海道,利尻郡利尻富士町,利尻郡利尻富士町,canonical
01,北海道,利尻郡利尻富士町,利尻富士町,alias
01,北海道,利尻郡利尻町,利尻郡利尻町,canonical
01,北海道,利尻郡利尻町,利尻町,alias
01,北海道,勇払郡むかわ町,勇払郡むかわ町,canonical
01,北海道,勇払郡むかわ町,むかわ町,alias
01,北海道,勇払郡占冠村,勇払郡占冠村,canonical
01,北海道,勇払郡占冠村,占冠村,alias
01,北海道,勇払郡厚真町,勇払郡厚真町,canonical
01,北海道,勇払郡厚真町,厚真町,alias
01,北海道,勇払郡安平町,勇払郡安平町,canonical
01,北海道,勇払郡安平町,安平町,alias
01,北海道,北広島市,北広島市,canonical
01,北海道,北斗市,北斗市,canonical
01,北海道,北見市,北見市,canonical
01,北海道,十勝郡浦幌町,十勝郡浦幌町,canonical
01,北海道,十勝郡浦幌町,浦幌町,alias
01,北海道,千歳市,千歳市,canonical
01,北海道,厚岸郡厚岸町,厚岸郡厚岸町,canonical
01,北海道,厚岸郡厚岸町,厚岸町,alias
01,北海道,厚岸郡浜中町,厚岸郡浜中町,canonical
01,北海道,厚岸郡浜中町,浜中町,alias
01,北海道,古宇郡泊村,古宇郡泊村,canonical
01,北海道,古宇郡泊村,泊村,alias
01,北海道,古宇郡神恵内村,古宇郡神恵内村,canonical
01,北海道,古宇郡神恵内村,神恵内村,alias
01,北海道,古平郡古平町,古平郡古平町,canonical
01,北海道,古平郡古平町,古平町,alias
01,北海道,名寄市,名寄市,canonical
01,北海道,増毛郡増毛町,増毛郡増毛町,canonical
01,北海道,増毛郡増毛町,増毛町,alias
01,北海道,士別市,士別市,canonical
01,北海道,夕張市,夕張市,canonical
01,北海道,夕張郡栗山町,夕張郡栗山町,canonical
01,北海道,夕張郡栗山町,栗山町,alias
01,北海道,夕張郡由仁町,夕張郡由仁町,canonical
01,北海道,夕張郡由仁町,由仁町,alias
01,北海道,夕張郡長沼町,夕張郡長沼町,canonical
01,北海道,夕張郡長沼町,長沼町,alias
01,北海道,天塩郡天塩町,天塩郡天塩町,canonical
01,北海道,天塩郡天塩町,天塩町,alias
01,北海道,天塩郡幌延町,天塩郡幌延町,canonical
01,北海道,天塩郡幌延町,幌延町,alias
01,北海道,天塩郡豊富町,天塩郡豊富町,canonical
01,北海道,天塩郡豊富町,豊富町,alias
01,北海道,天塩郡遠別町,天塩郡遠別町,canonical
01,北海道,天塩郡遠別町,遠別町,alias
01,北海道,奥尻郡奥尻町,奥尻郡奥尻町,canonical
01,北海道,奥尻郡奥尻町,奥尻町,alias
01,北海道,宗谷郡猿払村,宗谷郡猿払村,canonical
01,北海道,宗谷郡猿払村,猿払村,alias
01,北海道,室蘭市,室蘭市,canonical
01,北海道,富良野市,富良野市,canonical
01,北海道,寿都郡寿都町,寿都郡寿都町,canonical
01,北海道,寿都郡寿都町,寿都町,alias
01,北海道,寿都郡黒松内町,寿都郡黒松内町,canonical
01,北海道,寿都郡黒松内町,黒松内町,alias
01,北海道,小樽市,小樽市,canonical
01,北海道,山越郡長万部町,山越郡長万部町,canonical
01,北海道,山越郡長万部町,長万部町,alias
01,北海道,岩内郡共和町,岩内郡共和町,canonical
01,北海道,岩内郡共和町,共和町,alias
01,北海道,岩内郡岩内町,岩内郡岩内町,canonical
01,北海道,岩内郡岩内町,岩内町,alias
01,北海道,岩見沢市,岩見沢市,canonical
01,北海道,島牧郡島牧村,島牧郡島牧村,canonical
01,北海道,島牧郡島牧村,島牧村,alias
01,北海道,島牧郡島牧村,牧村,alias
01,北海道,川上郡弟子屈町,川上郡弟子屈町,canonical
01,北海道,川上郡弟子屈町,弟子屈町,alias
01,北海道,川上郡標茶町,川上郡標茶町,canonical
01,北海道,川上郡標茶町,標茶町,alias
01,北海道,帯広市,帯広市,canonical
01,北海道,常呂郡佐呂間町,常呂郡佐呂間町,canonical
01,北海道,常呂郡佐呂間町,佐呂間町,alias
01,北海道,常呂郡留辺蘂町,常呂郡留辺蘂町,canonical
01,北海道,常呂郡留辺蘂町,留辺蘂町,alias
01,北海道,常呂郡置戸町,常呂郡置戸町,canonical
01,北海道,常呂郡置戸町,置戸町,alias
01,北海道,常呂郡訓子府町,常呂郡訓子府町,canonical
01,北海道,常呂郡訓子府町,訓子府町,alias
01,北海道,幌泉郡えりも町,幌泉郡えりも町,canonical
01,北海道,幌泉郡えりも町,えりも町,alias
01,北海道,広尾郡大樹町,広尾郡大樹町,canonical
01,北海道,広尾郡大樹町,大樹町,alias
01,北海道,広尾郡広尾町,広尾郡広尾町,canonical
01,北海道,広尾郡広尾町,広尾町,alias
01,北海道,恵庭市,恵庭市,canonical
01,北海道,斜里郡小清水町,斜里郡小清水町,canonical
01,北海道,斜里郡小清水町,小清水町,alias
01,北海道,斜里郡斜里町,斜里郡斜里町,canonical
01,北海道,斜里郡斜里町,斜里町,alias
01,北海道,斜里郡清里町,斜里郡清里町,canonical
01,北海道,斜里郡清里町,清里町,alias
01,北海道,新冠郡新冠町,新冠郡新冠町,canonical
01,北海道,新冠郡新冠町,新冠町,alias
01,北海道,日高郡新ひだか町,日高郡新ひだか町,canonical
01,北海道,日高郡新ひだか町,新ひだか町,alias
01,北海道,旭川市,旭川市,canonical
01,北海道,有珠郡壮瞥町,有珠郡壮瞥町,canonical
01,北海道,有珠郡壮瞥町,壮瞥町,alias
01,北海道,札幌市中央区,札幌市中央区,canonical
01,北海道,札幌市北区,札幌市北区,canonical
01,北海道,札幌市南区,札幌市南区,canonical
01,北海道,札幌市厚別区,札幌市厚別区,canonical
01,北海道,札幌市手稲区,札幌市手稲区,canonical
01,北海道,札幌市東区,札幌市東区,canonical
01,北海道,札幌市清田区,札幌市清田区,canonical
01,北海道,札幌市白石区,札幌市白石区,canonical
01,北海道,札幌市西区,札幌市西区,canonical
01,北海道,札幌市豊平区,札幌市豊平区,canonical
01,北海道,松前郡松前町,松前郡松前町,canonical
01,北海道,松前郡松前町,松前町,alias
01,北海道,松前郡福島町,松前郡福島町,canonical
01,北海道,松前郡福島町,福島町,alias
01,北海道,枝幸郡中頓別町,枝幸郡中頓別町,canonical
01,北海道,枝幸郡中頓別町,中頓別町,alias
01,北海道,枝幸郡枝幸町,枝幸郡枝幸町,canonical
01,北海道,枝幸郡枝幸町,枝幸町,alias
01,北海道,枝幸郡歌登町,枝幸郡歌登町,canonical
01,北海道,枝幸郡歌登町,歌登町,alias
01,北海道,枝幸郡浜頓別町,枝幸郡浜頓別町,canonical
01,北海道,枝幸郡浜頓別町,浜頓別町,alias
01,北海道,根室市,根室市,canonical
01,北海道,様似郡様似町,様似郡様似町,canonical
01,北海道,様似郡様似町,様似町,alias
01,北海道,標津郡中標津町,標津郡中標津町,canonical
01,北海道,標津郡中標津町,中標津町,alias
01,北海道,標津郡標津町,標津郡標津町,canonical
01,北海道,標津郡標津町,標津町,alias
01,北海道,樺戸郡新十津川町,樺戸郡新十津川町,canonical
01,北海道,樺戸郡新十津川町,新十津川町,alias
01,北海道,樺戸郡月形町,樺戸郡月形町,canonical
01,北海道,樺戸郡月形町,月形町,alias
01,北海道,樺戸郡浦臼町,樺戸郡浦臼町,canonical
01,北海道,樺戸郡浦臼町,浦臼町,alias
01,北海道,檜山郡上ノ国町,檜山郡上ノ国町,canonical
01,北海道,檜山郡上ノ国町,上ノ国町,alias
01,北海道,檜山郡厚沢部町,檜山郡厚沢部町,canonical
01,北海道,檜山郡厚沢部町,厚沢部町,alias
01,北海道,檜山郡江差町,檜山郡江差町,canonical
01,北海道,檜山郡江差町,江差町,alias
01,北海道,歌志内市,歌志内市,canonical
01,北海道,江別市,江別市,canonical
01,北海道,沙流郡平取町,沙流郡平取町,canonical
01,北海道,沙流郡平取町,平取町,alias
01,北海道,沙流郡日高町,沙流郡日高町,canonical
01,北海道,沙流郡日高町,日高町,alias
01,北海道,河東郡上士幌町,河東郡上士幌町,canonical
01,北海道,河東郡上士幌町,上士幌町,alias
01,北海道,河東郡士幌町,河東郡士幌町,canonical
01,北海道,河東郡士幌町,士幌町,alias
01,北海道,河東郡音更町,河東郡音更町,canonical
01,北海道,河東郡音更町,音更町,alias
01,北海道,河東郡鹿追町,河東郡鹿追町,canonical
01,北海道,河東郡鹿追町,鹿追町,alias
01,北海道,河西郡中札内村,河西郡中札内村,canonical
01,北海道,河西郡中札内村,中札内村,alias
01,北海道,河西郡更別村,河西郡更別村,canonical
01,北海道,河西郡更別村,更別村,alias
01,北海道,河西郡芽室町,河西郡芽室町,canonical
01,北海道,河西郡芽室町,芽室町,alias
01,北海道,浦河郡浦河町,浦河郡浦河町,canonical
01,北海道,浦河郡浦河町,浦河町,alias
01,北海道,深川市,深川市,canonical
01,北海道,滝川市,滝川市,canonical
01,北海道,瀬棚郡今金町,瀬棚郡今金町,canonical
01,北海道,瀬棚郡今金町,今金町,alias
01,北海道,爾志郡乙部町,爾志郡乙部町,canonical
01,北海道,爾志郡乙部町,乙部町,alias
01,北海道,留萌市,留萌市,canonical
01,北海道,留萌郡小平町,留萌郡小平町,canonical
01,北海道,留萌郡小平町,小平町,alias
01,北海道,登別市,登別市,canonical
01,北海道,白糠郡白糠町,白糠郡白糠町,canonical
01,北海道,白糠郡白糠町,白糠町,alias
01,北海道,白老郡白老町,白老郡白老町,canonical
01,北海道,白老郡白老町,白老町,alias
01,北海道,目梨郡羅臼町,目梨郡羅臼町,canonical
01,北海道,目梨郡羅臼町,羅臼町,alias
01,北海道,石狩市,石狩市,canonical
01,北海道,石狩郡当別町,石狩郡当別町,canonical
01,北海道,石狩郡当別町,当別町,alias
01,北海道,石狩郡新篠津村,石狩郡新篠津村,canonical
01,北海道,石狩郡新篠津村,新篠津村,alias
01,北海道,砂川市,砂川市,canonical
01,北海道,磯谷郡蘭越町,磯谷郡蘭越町,canonical
01,北海道,磯谷郡蘭越町,蘭越町,alias
01,北海道,礼文郡礼文町,礼文郡礼文町,canonical
01,北海道,礼文郡礼文町,礼文町,alias
01,北海道,稚内市,稚内市,canonical
01,北海道,積丹郡積丹町,積丹郡積丹町,canonical
01,北海道,積丹郡積丹町,積丹町,alias
01,北海道,空知郡上富良野町,空知郡上富良野町,canonical
01,北海道,空知郡上富良野町,上富良野町,alias
01,北海道,空知郡上砂川町,空知郡上砂川町,canonical
01,北海道,空知郡上砂川町,上砂川町,alias
01,北海道,空知郡中富良野町,空知郡中富良野町,canonical
01,北海道,空知郡中富良野町,中富良野町,alias
01,北海道,空知郡南富良野町,空知郡南富良野町,canonical
01,北海道,空知郡南富良野町,南富良野町,alias
01,北海道,空知郡南幌町,空知郡南幌町,canonical
01,北海道,空知郡南幌町,南幌町,alias
01,北海道,空知郡奈井江町,空知郡奈井江町,canonical
01,北海道,空知郡奈井江町,奈井江町,alias
01,北海道,紋別市,紋別市,canonical
01,北海道,紋別郡湧別町,紋別郡湧別町,canonical
01,北海道,紋別郡湧別町,湧別町,alias
01,北海道,紋別郡滝上町,紋別郡滝上町,canonical
01,北海道,紋別郡滝上町,滝上町,alias
01,北海道,紋別郡興部町,紋別郡興部町,canonical
01,北海道,紋別郡興部町,興部町,alias
01,北海道,紋別郡西興部村,紋別郡西興部村,canonical
01,北海道,紋別郡西興部村,西興部村,alias
01,北海道,紋別郡遠軽町,紋別郡遠軽町,canonical
01,北海道,紋別郡遠軽町,遠軽町,alias
01,北海道,紋別郡雄武町,紋別郡雄武町,canonical
01,北海道,紋別郡雄武町,雄武町,alias
01,北海道,網走市,網走市,canonical
01,北海道,網走郡大空町,網走郡大空町,canonical
01,北海道,網走郡大空町,大空町,alias
01,北海道,網走郡津別町,網走郡津別町,canonical
01,北海道,網走郡津別町,津別町,alias
01,北海道,網走郡美幌町,網走郡美幌町,canonical
01,北海道,網走郡美幌町,美幌町,alias
01,北海道,美唄市,美唄市,canonical
01,北海道,芦別市,芦別市,canonical
01,北海道,苫前郡初山別村,苫前郡初山別村,canonical
01,北海道,苫前郡初山別村,初山別村,alias
01,北海道,苫前郡羽幌町,苫前郡羽幌町,canonical
01,北海道,苫前郡羽幌町,羽幌町,alias
01,北海道,苫前郡苫前町,苫前郡苫前町,canonical
01,北海道,苫前郡苫前町,苫前町,alias
01,北海道,苫小牧市,苫小牧市,canonical
01,北海道,茅部郡森町,茅部郡森町,canonical
01,北海道,茅部郡森町,森町,alias
01,北海道,茅部郡鹿部町,茅部郡鹿部町,canonical
01,北海道,茅部郡鹿部町,鹿部町,alias
01,北海道,虻田郡ニセコ町,虻田郡ニセコ町,canonical
01,北海道,虻田郡ニセコ町,ニセコ町,alias
01,北海道,虻田郡京極町,虻田郡京極町,canonical
01,北海道,虻田郡京極町,京極町,alias
01,北海道,虻田郡倶知安町,虻田郡倶知安町,canonical
01,北海道,虻田郡倶知安町,倶知安町,alias
01,北海道,虻田郡喜茂別町,虻田郡喜茂別町,canonical
01,北海道,虻田郡喜茂別町,喜茂別町,alias
01,北海道,虻田郡洞爺湖町,虻田郡洞爺湖町,canonical
01,北海道,虻田郡洞爺湖町,洞爺湖町,alias
01,北海道,虻田郡留寿都村,虻田郡留寿都村,canonical
01,北海道,虻田郡留寿都村,留寿都村,alias
01,北海道,虻田郡真狩村,虻田郡真狩村,canonical
01,北海道,虻田郡真狩村,真狩村,alias
01,北海道,虻田郡豊浦町,虻田郡豊浦町,canonical
01,北海道,虻田郡豊浦町,豊浦町,alias
01,北海道,赤平市,赤平市,canonical
01,北海道,足寄郡足寄町,足寄郡足寄町,canonical
01,北海道,足寄郡足寄町,足寄町,alias
01,北海道,足寄郡陸別町,足寄郡陸別町,canonical
01,北海道,足寄郡陸別町,陸別町,alias
01,北海道,野付郡別海町,野付郡別海町,canonical
01,北海道,野付郡別海町,別海町,alias
01,北海道,釧路市,釧路市,canonical
01,北海道,釧路郡釧路町,釧路郡釧路町,canonical
01,北海道,釧路郡釧路町,釧路町,alias
01,北海道,阿寒郡鶴居村,阿寒郡鶴居村,canonical
01,北海道,阿寒郡鶴居村,鶴居村,alias
01,北海道,雨竜郡北竜町,雨竜郡北竜町,canonical
01,北海道,雨竜郡北竜町,北竜町,alias
01,北海道,雨竜郡妹背牛町,雨竜郡妹背牛町,canonical
01,北海道,雨竜郡妹背牛町,妹背牛町,alias
01,北海道,雨竜郡幌加内町,雨竜郡幌加内町,canonical
01,北海道,雨竜郡幌加内町,幌加内町,alias
01,北海道,雨竜郡沼田町,雨竜郡沼田町,canonical
01,北海道,雨竜郡沼田町,沼田町,alias
01,北海道,雨竜郡秩父別町,雨竜郡秩父別町,canonical
01,北海道,雨竜郡秩父別町,秩父別町,alias
01,北海道,雨竜郡雨竜町,雨竜郡雨竜町,canonical
01,北海道,雨竜郡雨竜町,雨竜町,alias
12,千葉県,いすみ市,いすみ市,canonical
12,千葉県,佐倉市,佐倉市,canonical
12,千葉県,八千代市,八千代市,canonical
12,千葉県,八街市,八街市,canonical
12,千葉県,勝浦市,勝浦市,canonical
12,千葉県,匝瑳市,匝瑳市,canonical
12,千葉県,匝瑳郡野栄町,匝瑳郡野栄町,canonical
12,千葉県,匝瑳郡野栄町,野栄町,alias
12,千葉県,千葉市中央区,千葉市中央区,canonical
12,千葉県,千葉市稲毛区,千葉市稲毛区,canonical
12,千葉県,千葉市緑区,千葉市緑区,canonical
12,千葉県,千葉市美浜区,千葉市美浜区,canonical
12,千葉県,千葉市花見川区,千葉市花見川区,canonical
12,千葉県,千葉市若葉区,千葉市若葉区,canonical
12,千葉県,南房総市,南房総市,canonical
12,千葉県,印旛郡栄町,印旛郡栄町,canonical
