ministry,category,bureau,bureau_alias,section,expanded_from
内閣府,内部部局,大臣官房,,,
内閣府,内部部局,大臣官房,,政策立案総括審議官,
内閣府,内部部局,大臣官房,,公文書監理官,
内閣府,内部部局,大臣官房,,サイバーセキュリティ・情報化審議官,
内閣府,内部部局,大臣官房,,総務課,
内閣府,内部部局,大臣官房,,人事課,
内閣府,内部部局,大臣官房,,会計課,
内閣府,内部部局,大臣官房,,企画調整課,
内閣府,内部部局,大臣官房,,政策評価広報課,
内閣府,内部部局,大臣官房,,公文書管理課,
内閣府,内部部局,大臣官房,,政府広報室,
内閣府,内部部局,大臣官房,,厚生管理官,
内閣府,内部部局,政策統括官10,,,
内閣府,内部部局,独立公文書管理監,,,
内閣府,内部部局,賞勲局,,,
内閣府,内部部局,賞勲局,,総務課,
内閣府,内部部局,男女共同参画局,,,
内閣府,内部部局,男女共同参画局,,総務課,
内閣府,内部部局,男女共同参画局,,推進課,
内閣府,内部部局,男女共同参画局,,男女間暴力対策課,
内閣府,内部部局,沖縄振興局,,,
内閣府,内部部局,沖縄振興局,,総務課,
内閣府,内部部局,事務局,,,
内閣府,施設等機関,経済社会総合研究所,,,
内閣府,施設等機関,迎賓館,,,
内閣府,特別の機関,地方創生推進事務局,,,
内閣府,特別の機関,知的財産戦略推進事務局,,,
内閣府,特別の機関,科学技術・イノベーション推進事務局,,,
内閣府,特別の機関,健康・医療戦略推進事務局,,,
内閣府,特別の機関,宇宙開発戦略推進事務局,,,
内閣府,特別の機関,北方対策本部,,,
内閣府,特別の機関,総合海洋政策推進事務局,,,
内閣府,特別の機関,孤独・孤立対策推進本部,,,
内閣府,特別の機関,国際平和協力本部,,,
内閣府,特別の機関,事務局,,,
内閣府,特別の機関,第一部、第二部、第三部,,,
内閣府,地方支分部局,沖縄総合事務局,,,
宮内庁,内部部局,長官官房,,,
宮内庁,内部部局,長官官房,,審議官,
宮内庁,内部部局,長官官房,,公文書監理官,
宮内庁,内部部局,長官官房,,秘書課,
宮内庁,内部部局,長官官房,,総務課,
宮内庁,内部部局,長官官房,,宮務課,
宮内庁,内部部局,長官官房,,主計課,
宮内庁,内部部局,長官官房,,用度課,
宮内庁,内部部局,侍従職,,,
宮内庁,内部部局,皇嗣職,,,
宮内庁,内部部局,式部職,,,
宮内庁,内部部局,書陵部,,,
宮内庁,内部部局,書陵部,,図書課,
宮内庁,内部部局,書陵部,,編修課,
宮内庁,内部部局,書陵部,,陵墓課,
宮内庁,内部部局,管理部,,,
宮内庁,内部部局,管理部,,管理課,
宮内庁,内部部局,管理部,,工務課,
宮内庁,内部部局,管理部,,庭園課,
宮内庁,内部部局,管理部,,大膳課,
宮内庁,内部部局,管理部,,車馬課,
宮内庁,内部部局,管理部,,宮殿管理官,
宮内庁,施設等機関,正倉院事務所,,,
宮内庁,地方支分部局,京都事務所,,,
宮内庁,内部部局,事務総局,,,
宮内庁,内部部局,官房,,,
宮内庁,内部部局,官房,,総括審議官,
宮内庁,内部部局,官房,,デジタル・国際総括審議官,
宮内庁,内部部局,官房,,政策立案総括審議官,
宮内庁,内部部局,官房,,公文書監理官,
宮内庁,内部部局,官房,,サイバーセキュリティ・情報化参事官,
宮内庁,内部部局,官房,,総務課,
宮内庁,内部部局,官房,,人事課,
宮内庁,内部部局,官房,,国際課,
宮内庁,内部部局,経済取引局,,,
宮内庁,内部部局,経済取引局,,総務課,
宮内庁,内部部局,経済取引局,,調整課,
宮内庁,内部部局,経済取引局,,企業結合課,
宮内庁,内部部局,取引部,,,
宮内庁,内部部局,取引部,,取引企画課,
宮内庁,内部部局,取引部,,企業取引課,
宮内庁,内部部局,審査局,,,
宮内庁,内部部局,審査局,,管理企画課,
宮内庁,内部部局,審査局,,訟務官,
宮内庁,内部部局,犯則審査部,,,
宮内庁,地方機関,地方事務所５,,,
宮内庁,地方機関,北海道地方事務所,,,地方事務所５
宮内庁,地方機関,東北地方事務所,,,地方事務所５
宮内庁,地方機関,中部地方事務所,,,地方事務所５
宮内庁,地方機関,近畿中国四国地方事務所,,,地方事務所５
宮内庁,地方機関,九州地方事務所,,,地方事務所５
警察庁,内部部局,長官官房,,,
警察庁,内部部局,長官官房,,総括審議官,
警察庁,内部部局,長官官房,,技術総括審議官,
警察庁,内部部局,長官官房,,政策立案総括審議官,
警察庁,内部部局,長官官房,,公文書監理官,
警察庁,内部部局,長官官房,,首席監察官,
警察庁,内部部局,長官官房,,総務課,
警察庁,内部部局,長官官房,,企画課,
警察庁,内部部局,長官官房,,技術企画課,
警察庁,内部部局,長官官房,,人事課,
警察庁,内部部局,長官官房,,会計課,
警察庁,内部部局,長官官房,,犯罪被害者等施策推進課,
警察庁,内部部局,長官官房,,通信基盤課,
警察庁,内部部局,長官官房,,国家公安委員会会務官,
警察庁,内部部局,生活安全局,,,
警察庁,内部部局,生活安全局,,生活安全企画課,
警察庁,内部部局,生活安全局,,人身安全・少年課,
警察庁,内部部局,生活安全局,,保安課,
警察庁,内部部局,生活安全局,,生活経済対策管理官,
警察庁,内部部局,刑事局,,,
警察庁,内部部局,刑事局,,刑事企画課,
警察庁,内部部局,刑事局,,捜査第一課,
警察庁,内部部局,刑事局,,捜査第二課,
警察庁,内部部局,刑事局,,捜査支援分析管理官,
警察庁,内部部局,刑事局,,犯罪鑑識官,
警察庁,内部部局,組織犯罪対策部,,,
警察庁,内部部局,組織犯罪対策部,,組織犯罪対策第一課,
警察庁,内部部局,組織犯罪対策部,,組織犯罪対策第二課,
警察庁,内部部局,組織犯罪対策部,,国際捜査管理官,
警察庁,内部部局,警備局,,,
警察庁,内部部局,警備局,,警備企画課,
警察庁,内部部局,警備局,,公安課,
警察庁,内部部局,外事情報部,,,
警察庁,内部部局,外事情報部,,外事課,
警察庁,内部部局,外事情報部,,国際テロリズム対策課,
警察庁,附属機関,警察大学校,,,
警察庁,附属機関,科学警察研究所,,,
警察庁,附属機関,皇宮警察本部,,,
警察庁,附属機関,皇宮警察学校,,,
警察庁,地方機関,管区警察局６,,,
警察庁,地方機関,東北管区警察局,,,管区警察局６
警察庁,地方機関,関東管区警察局,,,管区警察局６
警察庁,地方機関,中部管区警察局,,,管区警察局６
警察庁,地方機関,近畿管区警察局,,,管区警察局６
警察庁,地方機関,中国四国管区警察局,,,管区警察局６
警察庁,地方機関,九州管区警察局,,,管区警察局６
警察庁,地方機関,東北管区警察学校,,,管区警察学校６
警察庁,地方機関,関東管区警察学校,,,管区警察学校６
警察庁,地方機関,中部管区警察学校,,,管区警察学校６
警察庁,地方機関,近畿管区警察学校,,,管区警察学校６
警察庁,地方機関,中国四国管区警察学校,,,管区警察学校６
警察庁,地方機関,九州管区警察学校,,,管区警察学校６
警察庁,地方機関,管区警察学校６,,,
警察庁,地方機関,警察支局１,,,
警察庁,地方機関,東京都警察情報通信部,,,
警察庁,地方機関,北海道警察情報通信部,,,
警察庁,地方機関,内部部局,,,
警察庁,地方機関,事務局,,,
警察庁,地方機関,事務局,,政策立案参事官,
警察庁,地方機関,事務局,,公文書監理官,
警察庁,地方機関,事務局,,総務課,
警察庁,地方機関,事務局,,監察官,
警察庁,地方機関,総務企画部,,,
警察庁,地方機関,総務企画部,,公文書監理官,
警察庁,地方機関,総務企画部,,総務課,
警察庁,地方機関,総務企画部,,企画課,
警察庁,地方機関,総務企画部,,依存対策課,
警察庁,地方機関,監督調査部,,,
警察庁,地方機関,監督調査部,,監督総括課,
警察庁,地方機関,監督調査部,,規制監督課,
警察庁,地方機関,監督調査部,,調査課,
警察庁,地方機関,監督調査部,,財務監督課,
金融庁,内部部局,総合政策局,,,
金融庁,内部部局,総合政策局,,総括審議官,
金融庁,内部部局,総合政策局,,政策立案総括審議官,
金融庁,内部部局,総合政策局,,公文書監理官,
金融庁,内部部局,総合政策局,,秘書課,
金融庁,内部部局,総合政策局,,総務課,
金融庁,内部部局,総合政策局,,総合政策課,
金融庁,内部部局,総合政策局,,リスク分析総括課,
金融庁,内部部局,総合政策局,,検査監理官,
金融庁,内部部局,企画市場局,,,
金融庁,内部部局,企画市場局,,総務課,
金融庁,内部部局,企画市場局,,市場課,
金融庁,内部部局,企画市場局,,企業開示課,
金融庁,内部部局,監督局,,,
金融庁,内部部局,監督局,,総務課,
金融庁,内部部局,監督局,,銀行第一課,
金融庁,内部部局,監督局,,銀行第二課,
金融庁,内部部局,監督局,,保険課,
金融庁,内部部局,監督局,,証券課,
金融庁,内部部局,監督局,,資産運用課,
金融庁,内部部局,事務局,,,
こども家庭庁,内部部局,長官官房,,,
こども家庭庁,内部部局,長官官房,,公文書監理官,
こども家庭庁,内部部局,長官官房,,参事官,
こども家庭庁,内部部局,長官官房,,総務課,
こども家庭庁,内部部局,成育局,,,
こども家庭庁,内部部局,成育局,,総務課,
こども家庭庁,内部部局,成育局,,保育政策課,
こども家庭庁,内部部局,成育局,,成育基盤企画課,
こども家庭庁,内部部局,成育局,,成育環境課,
こども家庭庁,内部部局,成育局,,母子保健課,
こども家庭庁,内部部局,成育局,,安全対策課,
こども家庭庁,内部部局,成育局,,参事官,
こども家庭庁,内部部局,支援局,,,
こども家庭庁,内部部局,支援局,,総務課,
こども家庭庁,内部部局,支援局,,虐待防止対策課,
こども家庭庁,内部部局,支援局,,家庭福祉課,
こども家庭庁,内部部局,支援局,,障害児支援課,
デジタル庁,内部部局,統括官４,,,
デジタル庁,内部部局,統括官４,,総括審議官,
デジタル庁,内部部局,統括官４,,公文書監理官,
復興庁,内部部局,統括官２,,,
復興庁,内部部局,統括官２,,公文書監理官,
復興庁,地方機関,復興局３,,,
復興庁,地方機関,岩手復興局,,,復興局３
復興庁,地方機関,宮城復興局,,,復興局３
復興庁,地方機関,福島復興局,,,復興局３
総務省,内部部局,大臣官房,,,
総務省,内部部局,大臣官房,,政策立案総括審議官,
総務省,内部部局,大臣官房,,公文書監理官,
総務省,内部部局,大臣官房,,サイバーセキュリティ・情報化審議官,
総務省,内部部局,大臣官房,,地域力創造審議官,
総務省,内部部局,大臣官房,,秘書課,
総務省,内部部局,大臣官房,,総務課,
総務省,内部部局,大臣官房,,会計課,
総務省,内部部局,大臣官房,,企画課,
総務省,内部部局,大臣官房,,政策評価広報課,
総務省,内部部局,行政管理局,,,
総務省,内部部局,行政管理局,,企画調整課,
総務省,内部部局,行政管理局,,調査法制課,
総務省,内部部局,行政評価局,,,
総務省,内部部局,行政評価局,,総務課,
総務省,内部部局,行政評価局,,企画課,
総務省,内部部局,行政評価局,,政策評価課,
総務省,内部部局,行政評価局,,行政相談企画課,
総務省,内部部局,行政評価局,,行政相談管理官,
総務省,内部部局,自治行政局,,,
総務省,内部部局,自治行政局,,行政課,
総務省,内部部局,自治行政局,,住民制度課,
総務省,内部部局,自治行政局,,市町村課,
総務省,内部部局,自治行政局,,地域政策課,
総務省,内部部局,自治行政局,,地域自立応援課,
総務省,内部部局,自治行政局,,参事官,
総務省,内部部局,公務員部,,,
総務省,内部部局,公務員部,,公務員課,
総務省,内部部局,公務員部,,福利課,
総務省,内部部局,選挙部,,,
総務省,内部部局,選挙部,,選挙課,
総務省,内部部局,選挙部,,管理課,
総務省,内部部局,選挙部,,政治資金課,
総務省,内部部局,自治財政局,,,
総務省,内部部局,自治財政局,,財政課,
総務省,内部部局,自治財政局,,調整課,
総務省,内部部局,自治財政局,,交付税課,
総務省,内部部局,自治財政局,,地方債課,
総務省,内部部局,自治財政局,,公営企業課,
総務省,内部部局,自治財政局,,財務調査課,
総務省,内部部局,自治税務局,,,
総務省,内部部局,自治税務局,,企画課,
総務省,内部部局,自治税務局,,都道府県税課,
総務省,内部部局,自治税務局,,市町村税課,
総務省,内部部局,自治税務局,,固定資産税課,
総務省,内部部局,情報流通行政局,,,
総務省,内部部局,情報流通行政局,,総務課,
総務省,内部部局,情報流通行政局,,情報通信政策課,
総務省,内部部局,情報流通行政局,,情報流通振興課,
総務省,内部部局,情報流通行政局,,情報通信作品振興課,
総務省,内部部局,情報流通行政局,,地域通信振興課,
総務省,内部部局,情報流通行政局,,放送政策課,
総務省,内部部局,情報流通行政局,,放送技術課,
総務省,内部部局,情報流通行政局,,放送業務課,
総務省,内部部局,情報流通行政局,,放送施設整備促進課,
総務省,内部部局,情報流通行政局,,参事官,
総務省,内部部局,郵政行政部,,,
総務省,内部部局,郵政行政部,,企画課,
総務省,内部部局,郵政行政部,,郵便課,
総務省,内部部局,郵政行政部,,郵便局活用課,
総務省,内部部局,総合通信基盤局,,,
総務省,内部部局,総合通信基盤局,,総務課,
総務省,内部部局,電気通信事業部,,,
総務省,内部部局,電気通信事業部,,事業政策課,
総務省,内部部局,電気通信事業部,,料金サービス課,
総務省,内部部局,電気通信事業部,,データ通信課,
総務省,内部部局,電気通信事業部,,電気通信技術システム課,
総務省,内部部局,電気通信事業部,,安全・信頼性対策課,
総務省,内部部局,電気通信事業部,,基盤整備促進課,
総務省,内部部局,電気通信事業部,,利用環境課,
総務省,内部部局,電波部,,,
総務省,内部部局,電波部,,電波政策課,
総務省,内部部局,電波部,,基幹・衛星移動通信課,
総務省,内部部局,電波部,,移動通信課,
総務省,内部部局,電波部,,電波環境課,
総務省,内部部局,統計局,,,
総務省,内部部局,統計局,,総務課,
総務省,内部部局,統計局,,事業所情報管理課,
総務省,内部部局,統計局,,統計情報利用推進課,
総務省,内部部局,統計局,,統計情報システム管理官,
総務省,内部部局,統計調査部,,,
総務省,内部部局,統計調査部,,調査企画課,
総務省,内部部局,統計調査部,,国勢統計課,
総務省,内部部局,統計調査部,,経済統計課,
総務省,内部部局,統計調査部,,消費統計課,
総務省,内部部局,政策統括官,,,
総務省,内部部局,政策統括官,,統計企画管理官,
総務省,内部部局,政策統括官,,統計調整官,
総務省,内部部局,政策統括官,,国際統計管理官,
総務省,内部部局,政策統括官,,恩給管理官,
総務省,内部部局,サイバーセキュリティ統括官,,,
総務省,内部部局,事務局,,,
総務省,施設等機関,自治大学校,,,
総務省,施設等機関,情報通信政策研究所,,,
総務省,施設等機関,統計研究研修所,,,
総務省,特別の機関,事務局,,,
総務省,地方支分部局,管区行政評価局７,,,
総務省,地方支分部局,北海道管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,東北管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,関東管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,中部管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,近畿管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,中国四国管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,九州管区行政評価局,,,管区行政評価局７
総務省,地方支分部局,行政評価事務所６,,,
総務省,地方支分部局,行政評価支局１,,,
総務省,地方支分部局,総合通信局10,,,
総務省,地方支分部局,北海道総合通信局,,,総合通信局10
総務省,地方支分部局,東北総合通信局,,,総合通信局10
総務省,地方支分部局,関東総合通信局,,,総合通信局10
総務省,地方支分部局,信越総合通信局,,,総合通信局10
総務省,地方支分部局,北陸総合通信局,,,総合通信局10
総務省,地方支分部局,東海総合通信局,,,総合通信局10
総務省,地方支分部局,近畿総合通信局,,,総合通信局10
総務省,地方支分部局,中国総合通信局,,,総合通信局10
総務省,地方支分部局,四国総合通信局,,,総合通信局10
総務省,地方支分部局,九州総合通信局,,,総合通信局10
総務省,地方支分部局,沖縄行政評価事務所,,,
総務省,地方支分部局,沖縄総合通信事務所,,,
総務省,地方支分部局,２外局,,,
総務省,地方支分部局,内部部局,,,
総務省,地方支分部局,事務局,,,
総務省,地方支分部局,事務局,,総務課,
消防庁,内部部局,国民保護・防災部,,,
消防庁,内部部局,国民保護・防災部,,防災課,
消防庁,施設等機関,消防大学校,,,
法務省,内部部局,大臣官房,,,
法務省,内部部局,大臣官房,,政策立案総括審議官,
法務省,内部部局,大臣官房,,公文書監理官,
法務省,内部部局,大臣官房,,サイバーセキュリティ・情報化審議官,
法務省,内部部局,大臣官房,,秘書課,
法務省,内部部局,大臣官房,,人事課,
法務省,内部部局,大臣官房,,会計課,
法務省,内部部局,大臣官房,,国際課,
法務省,内部部局,大臣官房,,施設課,
法務省,内部部局,大臣官房,,厚生管理官,
法務省,内部部局,司法法制部,,,
法務省,内部部局,司法法制部,,司法法制課,
法務省,内部部局,司法法制部,,審査監督課,
法務省,内部部局,民事局,,,
法務省,内部部局,民事局,,総務課,
法務省,内部部局,民事局,,民事第一課,
法務省,内部部局,民事局,,民事第二課,
法務省,内部部局,民事局,,商事課,
法務省,内部部局,民事局,,民事法制管理官,
法務省,内部部局,刑事局,,,
法務省,内部部局,刑事局,,総務課,
法務省,内部部局,刑事局,,刑事課,
法務省,内部部局,刑事局,,公安課,
法務省,内部部局,刑事局,,刑事法制管理官,
法務省,内部部局,刑事局,,国際刑事管理官,
法務省,内部部局,矯正局,,,
法務省,内部部局,矯正局,,総務課,
法務省,内部部局,矯正局,,成人矯正課,
法務省,内部部局,矯正局,,少年矯正課,
法務省,内部部局,矯正局,,更生支援管理官,
法務省,内部部局,矯正局,,矯正医療管理官,
法務省,内部部局,保護局,,,
法務省,内部部局,保護局,,参事官,
法務省,内部部局,保護局,,総務課,
法務省,内部部局,保護局,,更生保護振興課,
法務省,内部部局,保護局,,観察課,
法務省,内部部局,人権擁護局,,,
法務省,内部部局,人権擁護局,,参事官,
法務省,内部部局,人権擁護局,,総務課,
法務省,内部部局,人権擁護局,,調査救済課,
法務省,内部部局,人権擁護局,,人権啓発課,
法務省,内部部局,訟務局,,,
法務省,内部部局,訟務局,,訟務企画課,
法務省,内部部局,訟務局,,民事訟務課,
法務省,内部部局,訟務局,,行政訟務課,
法務省,内部部局,訟務局,,租税訟務課,
法務省,内部部局,訟務局,,訟務支援課,
法務省,施設等機関,刑務所59,,,
法務省,施設等機関,少年刑務所７,,,
法務省,施設等機関,拘置所８,,,
法務省,施設等機関,刑事施設視察委員会74,,,
法務省,施設等機関,少年院視察委員会36,,,
法務省,施設等機関,少年鑑別所44,,,
法務省,施設等機関,少年鑑別所視察委員会44,,,
法務省,施設等機関,法務総合研究所,,,
法務省,施設等機関,矯正研修所,,,
最高検察庁,,高等検察庁８,,,
最高検察庁,,東京高等検察庁,,,高等検察庁８
最高検察庁,,大阪高等検察庁,,,高等検察庁８
最高検察庁,,名古屋高等検察庁,,,高等検察庁８
最高検察庁,,広島高等検察庁,,,高等検察庁８
最高検察庁,,福岡高等検察庁,,,高等検察庁８
最高検察庁,,仙台高等検察庁,,,高等検察庁８
最高検察庁,,札幌高等検察庁,,,高等検察庁８
最高検察庁,,高松高等検察庁,,,高等検察庁８
最高検察庁,,地方検察庁50,,,
最高検察庁,,区検察庁438,,,
最高検察庁,地方支分部局,矯正管区８,,,
最高検察庁,地方支分部局,北海道矯正管区,,,矯正管区８
最高検察庁,地方支分部局,東北矯正管区,,,矯正管区８
最高検察庁,地方支分部局,関東矯正管区,,,矯正管区８
最高検察庁,地方支分部局,中部矯正管区,,,矯正管区８
最高検察庁,地方支分部局,近畿矯正管区,,,矯正管区８
最高検察庁,地方支分部局,中国矯正管区,,,矯正管区８
最高検察庁,地方支分部局,四国矯正管区,,,矯正管区８
最高検察庁,地方支分部局,九州矯正管区,,,矯正管区８
最高検察庁,地方支分部局,地方更生保護委員会８,,,
最高検察庁,地方支分部局,北海道地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,東北地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,関東地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,中部地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,近畿地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,中国地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,四国地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,九州地方更生保護委員会,,,地方更生保護委員会８
最高検察庁,地方支分部局,法務局８,,,
最高検察庁,地方支分部局,札幌法務局,,,法務局８
最高検察庁,地方支分部局,仙台法務局,,,法務局８
最高検察庁,地方支分部局,東京法務局,,,法務局８
最高検察庁,地方支分部局,名古屋法務局,,,法務局８
最高検察庁,地方支分部局,大阪法務局,,,法務局８
最高検察庁,地方支分部局,広島法務局,,,法務局８
最高検察庁,地方支分部局,高松法務局,,,法務局８
最高検察庁,地方支分部局,福岡法務局,,,法務局８
最高検察庁,地方支分部局,地方法務局42,,,
最高検察庁,地方支分部局,保護観察所50,,,
最高検察庁,地方支分部局,保護司選考会50,,,
最高検察庁,地方支分部局,２外局,,,
出入国在留管理庁,内部部局,出入国管理部,,,
出入国在留管理庁,内部部局,出入国管理部,,出入国管理課,
出入国在留管理庁,内部部局,出入国管理部,,審判課,
出入国在留管理庁,内部部局,出入国管理部,,警備課,
出入国在留管理庁,内部部局,在留管理支援部,,,
出入国在留管理庁,内部部局,在留管理支援部,,在留管理課,
出入国在留管理庁,内部部局,在留管理支援部,,在留支援課,
出入国在留管理庁,内部部局,在留管理支援部,,情報分析官,
出入国在留管理庁,施設等機関,入国者収容所２,,,
出入国在留管理庁,地方支分部局,地方出入国在留管理局８,,,
出入国在留管理庁,地方支分部局,札幌地方出入国在留管理局,札幌出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,仙台地方出入国在留管理局,仙台出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,東京地方出入国在留管理局,東京出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,名古屋地方出入国在留管理局,名古屋出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,大阪地方出入国在留管理局,大阪出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,広島地方出入国在留管理局,広島出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,高松地方出入国在留管理局,高松出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,福岡地方出入国在留管理局,福岡出入国在留管理局,,地方出入国在留管理局８
出入国在留管理庁,地方支分部局,地方出入国在留管理局支局７,,,
出入国在留管理庁,地方支分部局,入国者収容所等視察委員会２,,,
出入国在留管理庁,地方支分部局,内部部局,,,
出入国在留管理庁,地方支分部局,事務局,,,
公安調査庁,内部部局,総務部,,,
公安調査庁,内部部局,総務部,,公文書監理官,
公安調査庁,内部部局,総務部,,参事官,
公安調査庁,内部部局,総務部,,総務課,
公安調査庁,内部部局,総務部,,人事課,
公安調査庁,内部部局,調査第一部,,,
公安調査庁,内部部局,調査第一部,,第一課,
公安調査庁,内部部局,調査第一部,,第二課,
公安調査庁,内部部局,調査第二部,,,
公安調査庁,内部部局,調査第二部,,第一課,
公安調査庁,内部部局,調査第二部,,第二課,
公安調査庁,施設等機関,公安調査庁研修所,,,
公安調査庁,地方支分部局,公安調査局８,,,
公安調査庁,地方支分部局,北海道公安調査局,,,公安調査局８
公安調査庁,地方支分部局,東北公安調査局,,,公安調査局８
公安調査庁,地方支分部局,関東公安調査局,,,公安調査局８
公安調査庁,地方支分部局,中部公安調査局,,,公安調査局８
公安調査庁,地方支分部局,近畿公安調査局,,,公安調査局８
公安調査庁,地方支分部局,中国公安調査局,,,公安調査局８
公安調査庁,地方支分部局,四国公安調査局,,,公安調査局８
公安調査庁,地方支分部局,九州公安調査局,,,公安調査局８
公安調査庁,地方支分部局,公安調査事務所14,,,
外務省,内部部局,大臣官房,,,
外務省,内部部局,大臣官房,,公文書監理官,
外務省,内部部局,大臣官房,,監察査察官,
外務省,内部部局,大臣官房,,外務報道官,
外務省,内部部局,大臣官房,,国際文化交流審議官,
外務省,内部部局,大臣官房,,地球規模課題審議官,
外務省,内部部局,大臣官房,,政策立案参事官,
外務省,内部部局,大臣官房,,サイバーセキュリティ・情報化参事官,
外務省,内部部局,大臣官房,,調査官,
外務省,内部部局,大臣官房,,総務課,
外務省,内部部局,大臣官房,,人事課,
外務省,内部部局,大臣官房,,情報システム総括課,
外務省,内部部局,大臣官房,,会計課,
外務省,内部部局,大臣官房,,在外公館課,
外務省,内部部局,大臣官房,,広報文化外交戦略課,
外務省,内部部局,大臣官房,,報道課,
外務省,内部部局,大臣官房,,文化交流・海外広報課,
外務省,内部部局,大臣官房,,儀典総括官,
外務省,内部部局,大臣官房,,要人往来支援総括官,
外務省,内部部局,総合外交政策局,,,
外務省,内部部局,総合外交政策局,,総務課,
外務省,内部部局,総合外交政策局,,安全保障政策課,
外務省,内部部局,総合外交政策局,,安全保障協力課,
外務省,内部部局,総合外交政策局,,国連課,
外務省,内部部局,総合外交政策局,,人権人道課,
外務省,内部部局,軍縮不拡散・科学部,,,
外務省,内部部局,軍縮不拡散・科学部,,軍備管理軍縮課,
外務省,内部部局,軍縮不拡散・科学部,,不拡散・科学原子力課,
外務省,内部部局,アジア大洋州局,,,
外務省,内部部局,アジア大洋州局,,北東アジア第一課,
外務省,内部部局,アジア大洋州局,,北東アジア第二課,
外務省,内部部局,アジア大洋州局,,中国・モンゴル第一課,
外務省,内部部局,アジア大洋州局,,中国・モンゴル第二課,
外務省,内部部局,アジア大洋州局,,大洋州課,
外務省,内部部局,北米局,,,
外務省,内部部局,北米局,,北米第一課,
外務省,内部部局,北米局,,北米第二課,
外務省,内部部局,北米局,,日米安全保障条約課,
外務省,内部部局,中南米局,,,
外務省,内部部局,中南米局,,中米カリブ課,
外務省,内部部局,中南米局,,南米課,
外務省,内部部局,欧州局,,,
外務省,内部部局,欧州局,,政策課,
外務省,内部部局,欧州局,,欧州第一課,
外務省,内部部局,欧州局,,欧州第二課,
外務省,内部部局,欧州局,,ロシア課,
外務省,内部部局,欧州局,,欧州経済戦略官,
外務省,内部部局,中東アフリカ局,,,
外務省,内部部局,中東アフリカ局,,中東第一課,
外務省,内部部局,中東アフリカ局,,中東第二課,
外務省,内部部局,アフリカ部,,,
外務省,内部部局,アフリカ部,,アフリカ第一課,
外務省,内部部局,アフリカ部,,アフリカ第二課,
外務省,内部部局,国際協力局,,,
外務省,内部部局,国際協力局,,政策課,
外務省,内部部局,国際協力局,,地球規模課題総括課,
外務省,内部部局,国際協力局,,地球環境課,
外務省,内部部局,国際協力局,,気候変動課,
外務省,内部部局,国際協力局,,緊急・人道支援課,
外務省,内部部局,国際協力局,,国別開発協力第一課,
外務省,内部部局,国際協力局,,国別開発協力第二課,
外務省,内部部局,国際協力局,,国別開発協力第三課,
外務省,内部部局,国際協力局,,国際保健戦略官,
外務省,内部部局,国際協力局,,開発協力総括官,
外務省,内部部局,国際法局,,,
外務省,内部部局,国際法局,,国際法課,
外務省,内部部局,国際法局,,条約課,
外務省,内部部局,国際法局,,経済条約課,
外務省,内部部局,国際法局,,経済紛争処理課,
外務省,内部部局,国際法局,,社会条約官,
外務省,内部部局,領事局,,,
外務省,内部部局,領事局,,政策課,
外務省,内部部局,領事局,,海外邦人緊急事態課,
外務省,内部部局,領事局,,旅券課,
外務省,内部部局,領事局,,外国人課,
外務省,内部部局,国際情報統括官,,,
外務省,施設等機関,外務省研修所,,,
外務省,特別の機関,在外公館,,,
外務省,特別の機関,政府代表部13,,,
外務省,特別の機関,東南アジア諸国連合政府代表部,,,政府代表部13
外務省,特別の機関,国際連合政府代表部,,,政府代表部13
外務省,特別の機関,国際民間航空機関政府代表部,,,政府代表部13
外務省,特別の機関,在ローマ国際機関政府代表部,,,政府代表部13
外務省,特別の機関,在ウィーン国際機関政府代表部,,,政府代表部13
外務省,特別の機関,在ジュネーブ国際機関政府代表部,,,政府代表部13
外務省,特別の機関,軍縮会議政府代表部,,,政府代表部13
外務省,特別の機関,経済協力開発機構政府代表部,,,政府代表部13
外務省,特別の機関,国際連合教育科学文化機関政府代表部,,,政府代表部13
外務省,特別の機関,欧州連合政府代表部,,,政府代表部13
外務省,特別の機関,北大西洋条約機構政府代表部,,,政府代表部13
外務省,特別の機関,アフリカ連合政府代表部,,,政府代表部13
