ministry,category,bureau,bureau_alias,section,expanded_from
防衛省,内部部局,大臣官房,,訟務管理官,
防衛省,内部部局,防衛政策局,,,
防衛省,内部部局,防衛政策局,,防衛政策課,
防衛省,内部部局,防衛政策局,,日米防衛協力課,
防衛省,内部部局,防衛政策局,,国際政策課,
防衛省,内部部局,防衛政策局,,運用政策課,
防衛省,内部部局,防衛政策局,,運用基盤課,
防衛省,内部部局,防衛政策局,,調査課,
防衛省,内部部局,整備計画局,,,
防衛省,内部部局,整備計画局,,防衛計画課,
防衛省,内部部局,整備計画局,,サイバー整備課,
防衛省,内部部局,整備計画局,,施設計画課,
防衛省,内部部局,整備計画局,,施設整備課,
防衛省,内部部局,整備計画局,,建設制度官,
防衛省,内部部局,整備計画局,,提供施設計画官,
防衛省,内部部局,人事教育局,,,
防衛省,内部部局,人事教育局,,人事計画・補任課,
防衛省,内部部局,人事教育局,,給与課,
防衛省,内部部局,人事教育局,,人材育成課,
防衛省,内部部局,人事教育局,,厚生課,
防衛省,内部部局,人事教育局,,服務管理官,
防衛省,内部部局,人事教育局,,衛生官,
防衛省,内部部局,地方協力局,,,
防衛省,内部部局,地方協力局,,総務課,
防衛省,内部部局,地方協力局,,地域社会協力総括課,
防衛省,内部部局,地方協力局,,地方協力課,
防衛省,内部部局,地方協力局,,沖縄協力課,
防衛省,内部部局,地方協力局,,環境政策課,
防衛省,内部部局,地方協力局,,在日米軍協力課,
防衛省,内部部局,地方協力局,,労務管理課,
防衛省,内部部局,地方協力局,,参事官,
防衛省,施設等機関,防衛大学校,,,
防衛省,施設等機関,防衛医科大学校,,,
防衛省,施設等機関,防衛研究所,,,
防衛省,特別の機関,幕僚監部,,,
防衛省,特別の機関,統合幕僚監部,,,
防衛省,特別の機関,統合幕僚学校,,,
防衛省,特別の機関,陸上幕僚監部,,,
防衛省,特別の機関,海上幕僚監部,,,
防衛省,特別の機関,航空幕僚監部,,,
防衛省,特別の機関,陸上総隊,,,
防衛省,特別の機関,陸上総隊,,陸上総隊司令官,
防衛省,特別の機関,方面隊５,,,
防衛省,特別の機関,師団９,,,
防衛省,特別の機関,旅団６,,,
防衛省,特別の機関,学校,,,
防衛省,特別の機関,教育訓練研究本部,,,
防衛省,特別の機関,補給統制本部,,,
防衛省,特別の機関,自衛艦隊,,,
防衛省,特別の機関,自衛艦隊,,自衛艦隊司令官,
防衛省,特別の機関,護衛艦隊,,,
防衛省,特別の機関,護衛艦隊,,護衛艦隊司令官,
防衛省,特別の機関,航空集団,,,
防衛省,特別の機関,航空集団,,航空集団司令官,
防衛省,特別の機関,潜水艦隊,,,
防衛省,特別の機関,潜水艦隊,,潜水艦隊司令官,
防衛省,特別の機関,地方隊４,,,
防衛省,特別の機関,教育航空集団,,,
防衛省,特別の機関,教育航空集団,,教育航空集団司令官,
防衛省,特別の機関,練習艦隊,,,
防衛省,特別の機関,練習艦隊,,練習艦隊司令官,
防衛省,特別の機関,補給本部,,,
防衛省,特別の機関,航空総隊,,,
防衛省,特別の機関,航空総隊,,航空総隊司令官,
防衛省,特別の機関,航空方面隊４,,,
防衛省,特別の機関,航空方面隊４,,航空方面隊司令官,
防衛省,特別の機関,航空団７,,,
防衛省,特別の機関,航空支援集団,,,
防衛省,特別の機関,航空支援集団,,航空支援集団司令官,
防衛省,特別の機関,航空教育集団,,,
防衛省,特別の機関,航空教育集団,,航空教育集団司令官,
防衛省,特別の機関,航空団２,,,
防衛省,特別の機関,航空開発実験集団,,,
防衛省,特別の機関,航空開発実験集団,,航空開発実験集団司令官,
防衛省,特別の機関,統合作戦司令部,,,
防衛省,特別の機関,地方協力本部,,,
防衛省,特別の機関,情報本部,,,
防衛省,特別の機関,防衛監察本部,,,
防衛省,地方支分部局,地方防衛局８,,,
防衛省,地方支分部局,北海道地方防衛局,北海道防衛局,,地方防衛局８
防衛省,地方支分部局,東北地方防衛局,東北防衛局,,地方防衛局８
防衛省,地方支分部局,北関東地方防衛局,北関東防衛局,,地方防衛局８
防衛省,地方支分部局,南関東地方防衛局,南関東防衛局,,地方防衛局８
防衛省,地方支分部局,近畿中部地方防衛局,近畿中部防衛局,,地方防衛局８
防衛省,地方支分部局,中国四国地方防衛局,中国四国防衛局,,地方防衛局８
防衛省,地方支分部局,九州地方防衛局,九州防衛局,,地方防衛局８
防衛省,地方支分部局,沖縄地方防衛局,沖縄防衛局,,地方防衛局８
防衛省,地方支分部局,北海道防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,東北防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,北関東防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,南関東防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,近畿中部防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,中国四国防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,九州防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,沖縄防衛施設地方審議会,,,防衛施設地方審議会８
防衛省,地方支分部局,防衛施設地方審議会８,,,
外局防衛装備庁,内部部局,長官官房,,,
外局防衛装備庁,内部部局,長官官房,,審議官,
外局防衛装備庁,内部部局,長官官房,,参事官,
外局防衛装備庁,内部部局,長官官房,,総務官,
外局防衛装備庁,内部部局,長官官房,,人事官,
外局防衛装備庁,内部部局,長官官房,,会計官,
外局防衛装備庁,内部部局,長官官房,,監察監査・評価官,
外局防衛装備庁,内部部局,長官官房,,艦船設計官,
外局防衛装備庁,内部部局,装備政策部,,,
外局防衛装備庁,内部部局,装備政策部,,装備政策課,
外局防衛装備庁,内部部局,装備政策部,,国際装備課,
外局防衛装備庁,内部部局,装備政策部,,装備保全管理課,
外局防衛装備庁,内部部局,プロジェクト管理部,,,
外局防衛装備庁,内部部局,プロジェクト管理部,,事業計画官,
外局防衛装備庁,内部部局,技術戦略部,,,
外局防衛装備庁,内部部局,技術戦略部,,革新技術戦略官,
外局防衛装備庁,内部部局,技術戦略部,,技術戦略課,
外局防衛装備庁,内部部局,技術戦略部,,技術計画官,
外局防衛装備庁,内部部局,技術戦略部,,技術振興官,
外局防衛装備庁,内部部局,調達管理部,,,
外局防衛装備庁,内部部局,調達管理部,,調達企画課,
外局防衛装備庁,内部部局,調達管理部,,原価管理官,
外局防衛装備庁,内部部局,調達事業部,,,
外局防衛装備庁,内部部局,調達事業部,,調達総括官,
外局防衛装備庁,内部部局,調達事業部,,需品調達官,
外局防衛装備庁,内部部局,調達事業部,,武器調達官,
外局防衛装備庁,内部部局,調達事業部,,電子音響調達官,
外局防衛装備庁,内部部局,調達事業部,,艦船調達官,
外局防衛装備庁,内部部局,調達事業部,,航空機調達官,
外局防衛装備庁,内部部局,調達事業部,,輸入調達官,
外局防衛装備庁,施設等機関,航空装備研究所,,,
外局防衛装備庁,施設等機関,陸上装備研究所,,,
外局防衛装備庁,施設等機関,艦艇装備研究所,,,
外局防衛装備庁,施設等機関,新世代装備研究所,,,
外局防衛装備庁,施設等機関,防衛イノベーション科学技術研究所,,,
