ministry,category,bureau,bureau_alias,section,expanded_from
国土交通省,地方支分部局,稚内開発建設部,,,北海道開発局
国土交通省,地方支分部局,網走開発建設部,,,北海道開発局
国土交通省,地方支分部局,十勝開発建設部,,,北海道開発局
国土交通省,地方支分部局,帯広開発建設部,,,北海道開発局
国土交通省,地方支分部局,釧路開発建設部,,,北海道開発局
国土交通省,地方支分部局,根室開発建設部,,,北海道開発局
防衛省,地方支分部局,熊本防衛支局,,,
防衛省,地方支分部局,東海防衛支局,,,
防衛省,地方支分部局,近畿中部防衛局,,,
防衛省,地方支分部局,北関東防衛局,,,
防衛省,地方支分部局,東北防衛局,,,
防衛省,地方支分部局,北海道防衛局,,,
防衛省,地方支分部局,沖縄防衛局,,,
防衛省,地方支分部局,中国四国防衛局,,,
防衛省,地方支分部局,九州防衛局,,,
防衛省,地方支分部局,関東防衛局,,,
法務省,地方支分部局,東京法務局,,,
法務省,地方支分部局,横浜地方法務局,,,
法務省,地方支分部局,さいたま地方法務局,,,
法務省,地方支分部局,千葉地方法務局,,,
法務省,地方支分部局,水戸地方法務局,,,
法務省,地方支分部局,宇都宮地方法務局,,,
法務省,地方支分部局,前橋地方法務局,,,
法務省,地方支分部局,静岡地方法務局,,,
法務省,地方支分部局,甲府地方法務局,,,
法務省,地方支分部局,長野地方法務局,,,
法務省,地方支分部局,新潟地方法務局,,,
法務省,地方支分部局,大阪法務局,,,
法務省,地方支分部局,京都地方法務局,,,
法務省,地方支分部局,神戸地方法務局,,,
法務省,地方支分部局,奈良地方法務局,,,
法務省,地方支分部局,大津地方法務局,,,
法務省,地方支分部局,和歌山地方法務局,,,
法務省,地方支分部局,名古屋法務局,,,
法務省,地方支分部局,津地方法務局,,,
法務省,地方支分部局,岐阜地方法務局,,,
法務省,地方支分部局,金沢地方法務局,,,
法務省,地方支分部局,福井地方法務局,,,
法務省,地方支分部局,富山地方法務局,,,
法務省,地方支分部局,広島法務局,,,
法務省,地方支分部局,山口地方法務局,,,
法務省,地方支分部局,岡山地方法務局,,,
法務省,地方支分部局,鳥取地方法務局,,,
法務省,地方支分部局,松江地方法務局,,,
法務省,地方支分部局,高松法務局,,,
法務省,地方支分部局,徳島地方法務局,,,
法務省,地方支分部局,松山地方法務局,,,
法務省,地方支分部局,高知地方法務局,,,
法務省,地方支分部局,福岡法務局,,,
法務省,地方支分部局,佐賀地方法務局,,,
法務省,地方支分部局,長崎地方法務局,,,
法務省,地方支分部局,大分地方法務局,,,
法務省,地方支分部局,熊本地方法務局,,,
法務省,地方支分部局,鹿児島地方法務局,,,
法務省,地方支分部局,宮崎地方法務局,,,
法務省,地方支分部局,那覇地方法務局,,,
法務省,地方支分部局,仙台法務局,,,
法務省,地方支分部局,福島地方法務局,,,
法務省,地方支分部局,山形地方法務局,,,
法務省,地方支分部局,盛岡地方法務局,,,
法務省,地方支分部局,秋田地方法務局,,,
法務省,地方支分部局,青森地方法務局,,,
法務省,地方支分部局,札幌法務局,,,
法務省,地方支分部局,函館地方法務局,,,
法務省,地方支分部局,旭川地方法務局,,,
法務省,地方支分部局,釧路地方法務局,,,
厚生労働省,地方支分部局,北海道厚生局,,,
厚生労働省,地方支分部局,東北厚生局,,,
厚生労働省,地方支分部局,関東信越厚生局,,,
厚生労働省,地方支分部局,東海北陸厚生局,,,
厚生労働省,地方支分部局,近畿厚生局,,,
厚生労働省,地方支分部局,中国四国厚生局,中国四国厚生局(四国厚生支局分を除く),,
厚生労働省,地方支分部局,四国厚生支局,,,
厚生労働省,地方支分部局,九州厚生局,,,
財務省,外局,税関,,,
厚生労働省,地方支分部局,成田空港検疫所,,,
厚生労働省,地方支分部局,横浜検疫所,,,
国土交通省,施設等機関,国土技術総合政策研究所,,,
内閣府,地方支分部局,内閣府(沖縄総合事務局),,,
内閣府,地方支分部局,内閣府(宮古伊良部農業水利事業所),,,
内閣府,地方支分部局,内閣府(石垣島農業水利事業所),,,
内閣府,地方支分部局,内閣府(土地改良総合事務所),,,
厚生労働省,施設等機関,厚生労働省(国立感染症研究所),,,
農林水産省,地方支分部局,道前平野農地整備事業所,,,
農林水産省,地方支分部局,亀岡中部農地整備事業所,,,
財務省,内部部局,本省,,,
国土交通省,地方支分部局,地方整備局,地方整備局等(支出委任),,
農林水産省,地方支分部局,地方農政局,地方農政局等,,
農林水産省,地方支分部局,中四国農政局,,,
